geometry,id,ID,height_mean,height_min,height_max,Shape_Leng,Shape_Area,BNG_Area
"POLYGON ((-1.16916695943276 52.9031317041047,-1.16890001426614 52.903128040238,-1.16890217740939 52.9030538032524,-1.16916957892017 52.903056930711,-1.16916695943276 52.9031317041047))",4317345,0D4F70B54F8927B3E050A00A568A259B,4.24324324324,0.0,7.0,87.0028845066,409.131672486,148.981141674
"POLYGON ((-1.16814983117214 52.9027853313284,-1.16875039087251 52.9027890830016,-1.16874915389234 52.9028537982288,-1.16814990393564 52.9028514038587,-1.16814983117214 52.9027853313284))",4317346,0D4F70B54F8A27B3E050A00A568A259B,4.1,0.0,7.0,157.705945543,806.014508234,293.505696329
"POLYGON ((-1.16871198430068 52.9031259162571,-1.16802075853692 52.9031206312287,-1.16802279052612 52.903053315061,-1.16871326978986 52.9030586846235,-1.16871198430068 52.9031259162571))",4317347,0D4F70B54F8B27B3E050A00A568A259B,4.07246376812,0.0,7.0,178.658154329,955.038373298,347.767617162
"POLYGON ((-1.16752455163158 52.9030785926361,-1.16774925801371 52.9027259845189,-1.16784799633822 52.9027481602707,-1.16762639543203 52.9031016893221,-1.16752455163158 52.9030785926361))",4317348,0D4F70B54F8C27B3E050A00A568A259B,4.78947368421,0.0,7.0,163.31378576,831.267733407,302.700246249
"POLYGON ((-1.16878703944092 52.9033215106169,-1.16929992716278 52.9033232981121,-1.16929941871629 52.9033888274517,-1.16878579796916 52.9033864054778,-1.16878703944092 52.9033215106169))",4317349,0D4F70B54F8D27B3E050A00A568A259B,3.73529411765,0.0,7.0,138.345130135,687.691391498,250.412817827
"POLYGON ((-1.1688396645465 52.9041457553621,-1.16905315186885 52.9041463491958,-1.16904962598129 52.9042452077713,-1.16883483520348 52.9042428069763,-1.1688396645465 52.9041457553621))",4317350,0D4F70B54F8E27B3E050A00A568A259B,2.05,0.0,3.0,83.8502449939,431.091814904,156.969758055
"POLYGON ((-1.16628483611517 52.9020058307408,-1.16632317351655 52.9020145495819,-1.16627240882147 52.9020956372663,-1.16623421964211 52.9020869195252,-1.16628483611517 52.9020058307408))",4317351,0D4F70B54F8F27B3E050A00A568A259B,0.142857142857,0.0,1.0,41.0938747286,72.8228667448,26.5189898762
"POLYGON ((-1.1672198332055 52.9032539086749,-1.1671291033616 52.9035274491948,-1.16702157053047 52.9035141104996,-1.16711154938279 52.9032410141963,-1.1672198332055 52.9032539086749))",4317352,0D4F70B54F9027B3E050A00A568A259B,5.31578947368,0.0,8.0,127.381216388,630.293747984,229.512075155
"POLYGON ((-1.16703153015194 52.9036926193751,-1.16706169288433 52.9035539450612,-1.1671678342251 52.9035623298257,-1.16713841439944 52.9037010095309,-1.16703153015194 52.9036926193751))",4317353,0D4F70B54F9127B3E050A00A568A259B,4.31034482759,0.0,7.0,75.5319362753,308.605230925,112.372738237
"POLYGON ((-1.16713183154502 52.9037342239125,-1.16710389843119 52.9038729144458,-1.16699700430222 52.903864974036,-1.16702493741605 52.9037262834773,-1.16713183154502 52.9037342239125))",4317354,0D4F70B54F9227B3E050A00A568A259B,4.92307692308,0.0,7.0,75.548963811,309.145914028,112.568728843
"POLYGON ((-1.16710103999194 52.9039057055325,-1.16708053145393 52.9040448972425,-1.16696839924851 52.9040387177807,-1.16698964350675 52.9038999806397,-1.16710103999194 52.9039057055325))",4317355,0D4F70B54F9327B3E050A00A568A259B,4.3,0.0,7.0,76.4855482343,321.649495172,117.120705483
"POLYGON ((-1.17093070088215 52.9044232969785,-1.17052657398848 52.9043310338039,-1.17056703231231 52.9042677609342,-1.17097009380406 52.9043612752977,-1.17093070088215 52.9044232969785))",4317356,0D4F70B54F9427B3E050A00A568A259B,3.65454545455,0.0,6.0,120.950341084,595.672883259,216.895675691
"POLYGON ((-1.17254479917502 52.9053492126288,-1.172952975674 52.9053856733177,-1.17293766029668 52.9054482228734,-1.1725294730179 52.9054123013313,-1.17254479917502 52.9053492126288))",4317357,0D4F70B54F9527B3E050A00A568A259B,4.3125,0.0,8.0,115.292401882,538.22788941,195.969320262
"POLYGON ((-1.17227837323463 52.9053253336918,-1.17247578340831 52.9053428892331,-1.17245968470009 52.9054075004122,-1.17226302282302 52.9053896810388,-1.17227837323463 52.9053253336918))",4317358,0D4F70B54F9627B3E050A00A568A259B,3.91304347826,0.0,8.0,68.4090678139,266.747080448,97.1230337571
"POLYGON ((-1.19764341381077 52.9181057291044,-1.19755174882078 52.9181407079515,-1.19746815788863 52.9180606783399,-1.19755967375827 52.9180256978032,-1.19764341381077 52.9181057291044))",4317510,0D4F70B5502E27B3E050A00A568A259B,4.15789473684,0.0,7.0,59.0697692984,210.795227651,76.7056879858
"POLYGON ((-1.19774945274352 52.9182104510703,-1.19765676187751 52.9182446146604,-1.19757482743875 52.9181634272064,-1.19766751830479 52.9181292640938,-1.19774945274352 52.9182104510703))",4317511,0D4F70B5502F27B3E050A00A568A259B,5.31578947368,0.0,7.0,59.2787897719,212.190223176,77.2129394339
"POLYGON ((-1.19787593463722 52.9183357172551,-1.19781956984474 52.9182792434944,-1.19795283042566 52.9182307009385,-1.19800919521815 52.9182871747625,-1.19787593463722 52.9183357172551))",4317512,0D4F70B5503027B3E050A00A568A259B,4.36842105263,0.0,7.0,59.0005991236,210.903127197,76.7442408724
"POLYGON ((-1.18232794489622 52.9156837488348,-1.18261490452743 52.9155210369997,-1.18271276070631 52.9155841856402,-1.18242535371407 52.9157469844477,-1.18232794489622 52.9156837488348))",4317520,0D4F70B5503827B3E050A00A568A259B,4.88709677419,0.0,7.0,119.634165834,699.512129961,254.572864539
"POLYGON ((-1.1727897275318 52.906346220863,-1.17268353858032 52.9063399084487,-1.17270290535962 52.9062207542096,-1.1728090943111 52.9062270666413,-1.1727897275318 52.906346220863))",4317543,0D4F70B5504F27B3E050A00A568A259B,5.0,0.0,8.0,67.9523920669,262.484164464,95.5668661212
"POLYGON ((-1.17239132919465 52.9063423692663,-1.17228735818363 52.9063367010418,-1.17230526250562 52.9062163683937,-1.17240923261834 52.9062220360922,-1.17239132919465 52.9063423692663))",4317544,0D4F70B5505027B3E050A00A568A259B,5.04166666667,0.0,7.0,67.8410571283,259.144194848,94.3508539863
"POLYGON ((-1.17276566166527 52.9065091204931,-1.17266036294421 52.906502904541,-1.17267974409656 52.9063830312517,-1.17278504191925 52.906389247221,-1.17276566166527 52.9065091204931))",4317545,0D4F70B5505127B3E050A00A568A259B,5.26086956522,0.0,8.0,68.016203083,261.823649848,95.3256701908
"POLYGON ((-1.17226492455592 52.9064997020224,-1.17228136731897 52.906378010473,-1.17238683312665 52.9063832398413,-1.17236964745688 52.9065049259581,-1.17226492455592 52.9064997020224))",4317546,0D4F70B5505227B3E050A00A568A259B,4.77777777778,0.0,8.0,68.5543030609,264.572189774,96.3263959843
"POLYGON ((-1.17336321470414 52.9069941191197,-1.17373239354002 52.9070101699944,-1.17372366910194 52.907077978996,-1.17335523407112 52.9070619335643,-1.17336321470414 52.9069941191197))",4317547,0D4F70B5505327B3E050A00A568A259B,3.69230769231,0.0,8.0,107.42614751,516.619969057,188.087677043
"POLYGON ((-1.17307874071137 52.9070195580142,-1.17309829254362 52.9068515929861,-1.17320971507993 52.9068564132494,-1.17319090705274 52.9070243836766,-1.17307874071137 52.9070195580142))",4317548,0D4F70B5505427B3E050A00A568A259B,5.08333333333,0.0,9.0,87.1057179407,387.726167211,141.161496993
"POLYGON ((-1.1728061433452 52.9065538999185,-1.1727686818011 52.9068034537125,-1.1726638196613 52.906797690194,-1.17270143032575 52.9065481369086,-1.1728061433452 52.9065538999185))",4317549,0D4F70B5505527B3E050A00A568A259B,5.24489795918,0.0,8.0,115.927188225,541.743587964,197.237817764
"POLYGON ((-1.17218138752252 52.9067872299314,-1.17221302079708 52.9065394330663,-1.17231908308611 52.9065445768125,-1.17228566485908 52.9067924505817,-1.17218138752252 52.9067872299314))",4317550,0D4F70B5505627B3E050A00A568A259B,5.89795918367,0.0,9.0,115.2672909,539.008840181,196.242263077
"POLYGON ((-1.1726489615264 52.9069845658503,-1.17223520289621 52.9069672125178,-1.17224218190766 52.9069052340291,-1.17265609145483 52.9069224985338,-1.1726489615264 52.9069845658503))",4317551,0D4F70B5505727B3E050A00A568A259B,3.70212765957,0.0,8.0,115.306507061,529.888444101,192.919226309
"POLYGON ((-1.17186286019434 52.9060327802896,-1.17196891529682 52.9060382833064,-1.17195173950852 52.9061593408276,-1.17184553618401 52.9061538367427,-1.17186286019434 52.9060327802896))",4317552,0D4F70B5505827B3E050A00A568A259B,4.72,0.0,7.0,68.5678070987,265.924647618,96.8203472135
"POLYGON ((-1.17175361786882 52.9067640241439,-1.17179217445928 52.9065196918896,-1.17189866254977 52.9065259170496,-1.17185995863561 52.9067701587906,-1.17175361786882 52.9067640241439))",4317553,0D4F70B5505927B3E050A00A568A259B,5.78431372549,0.0,8.0,114.388892362,539.030023663,196.250175879
"POLYGON ((-1.17186011763754 52.9064809718076,-1.17175615201641 52.9064750332479,-1.17177478038052 52.9063557845671,-1.17187874510336 52.9063617226012,-1.17186011763754 52.9064809718076))",4317554,0D4F70B5505A27B3E050A00A568A259B,4.66666666667,0.0,8.0,67.4655032231,257.003993578,93.5710475302
"POLYGON ((-1.17144512023069 52.9062481315512,-1.17142201556144 52.9064929312763,-1.17131800502452 52.9064893294578,-1.17134111059207 52.9062445302541,-1.17144512023069 52.9062481315512))",4317555,0D4F70B5505B27B3E050A00A568A259B,5.87234042553,0.0,8.0,113.707828865,524.858410853,191.093012147
"POLYGON ((-1.17126659983084 52.906183242602,-1.17085571580952 52.9061714775517,-1.17086067091668 52.9061066090758,-1.17127185138201 52.9061183757692,-1.17126659983084 52.906183242602))",4317556,0D4F70B5505C27B3E050A00A568A259B,3.42222222222,0.0,7.0,115.587275642,549.057666133,199.905661604
"POLYGON ((-1.17079559246589 52.9061042674396,-1.17078960878775 52.906168499853,-1.17058871943897 52.9061617046744,-1.1705947031171 52.9060974722509,-1.17079559246589 52.9061042674396))",4317557,0D4F70B5505D27B3E050A00A568A259B,3.91666666667,0.0,8.0,68.5444805493,265.958783603,96.8326332133
"POLYGON ((-1.17064555135527 52.9065104392088,-1.17066054603405 52.9063869402745,-1.17076453321478 52.9063917107447,-1.17075029042587 52.9065147659398,-1.17064555135527 52.9065104392088))",4317558,0D4F70B5505E27B3E050A00A568A259B,5.36363636364,0.0,8.0,68.9196625991,265.710183643,96.7407068272
"POLYGON ((-1.17137548732107 52.906866654614,-1.17178698129845 52.9068857931679,-1.17177892071535 52.9069498310056,-1.17136713119226 52.9069306009185,-1.17137548732107 52.906866654614))",4317559,0D4F70B5505F27B3E050A00A568A259B,3.63265306122,0.0,7.0,115.61402322,544.475892422,198.230520714
"POLYGON ((-1.171240881064 52.9066352288718,-1.17081984338505 52.9066332816857,-1.17082065456379 52.9065673947966,-1.17124168954779 52.9065694319226,-1.171240881064 52.9066352288718))",4317560,0D4F70B5506027B3E050A00A568A259B,3.60714285714,0.0,8.0,118.048054829,569.624728406,207.389548644
"POLYGON ((-1.17102964222468 52.9069135948482,-1.17082685922728 52.9069045400029,-1.17083475811363 52.9068412199639,-1.17103753212785 52.9068507245042,-1.17102964222468 52.9069135948482))",4317561,0D4F70B5506127B3E050A00A568A259B,4.30769230769,0.0,8.0,68.6340736826,264.388181144,96.257497335
"POLYGON ((-1.17110063608163 52.9069176858628,-1.17110883231031 52.9068543680101,-1.17130788909591 52.906863846,-1.17129969376556 52.9069271638388,-1.17110063608163 52.9069176858628))",4317562,0D4F70B5506227B3E050A00A568A259B,3.6,0.0,7.0,67.9007120887,260.565497878,94.8656860948
"POLYGON ((-1.17304126479416 52.9073715011002,-1.17292131904226 52.9076113123078,-1.1728229355523 52.9075931882792,-1.17294392065498 52.9073534744914,-1.17304126479416 52.9073715011002))",4317563,0D4F70B5506327B3E050A00A568A259B,5.34693877551,0.0,8.0,115.271148243,526.858712877,191.811420075
"POLYGON ((-1.17291836538181 52.907266549215,-1.17250907227689 52.9072487782828,-1.17251650942916 52.9071861744398,-1.17292580163575 52.9072039448558,-1.17291836538181 52.907266549215))",4317564,0D4F70B5506427B3E050A00A568A259B,4.26,0.0,8.0,114.530060892,529.198578704,192.66556245
"POLYGON ((-1.17198065358204 52.9072949000156,-1.17208763933915 52.907298521813,-1.17207639512668 52.9074204291133,-1.17196940936954 52.9074168078679,-1.17198065358204 52.9072949000156))",4317565,0D4F70B5506527B3E050A00A568A259B,5.20833333333,0.0,8.0,68.9289640853,268.818776806,97.8683938803
"POLYGON ((-1.17326636373974 52.9076222523846,-1.17338628703371 52.907383519377,-1.17348377849659 52.9074016364503,-1.1733641606298 52.9076400123281,-1.17326636373974 52.9076222523846))",4317566,0D4F70B5506627B3E050A00A568A259B,5.16666666667,0.0,8.0,114.738069529,522.758567286,190.318424396
"POLYGON ((-1.17312740065326 52.9079004056037,-1.1732477784948 52.9076613165574,-1.17334467527296 52.907679429722,-1.17322533768053 52.9079186161873,-1.17312740065326 52.9079004056037))",4317567,0D4F70B5506727B3E050A00A568A259B,4.97872340426,0.0,8.0,114.926127467,523.397709878,190.548682593
"POLYGON ((-1.17236789933477 52.9076115057218,-1.17239568512497 52.9073626934018,-1.17250087335322 52.9073670216731,-1.172472939341 52.9076158328846,-1.17236789933477 52.9076115057218))",4317568,0D4F70B5506827B3E050A00A568A259B,5.25531914894,0.0,9.0,115.516366984,539.858434789,196.544137502
"POLYGON ((-1.17238471939012 52.9077042132086,-1.17222792294872 52.9077786323886,-1.17216417669951 52.9077296457266,-1.17232096505607 52.9076556761359,-1.17238471939012 52.9077042132086))",4317569,0D4F70B5506927B3E050A00A568A259B,3.65217391304,0.0,8.0,67.2940767806,254.279924398,92.5737259002
"POLYGON ((-1.17290121205123 52.9076521638071,-1.17277728855929 52.9078899694454,-1.17267817294236 52.9078712111177,-1.17280284742591 52.9076330510552,-1.17290121205123 52.9076521638071))",4317570,0D4F70B5506A27B3E050A00A568A259B,4.91666666667,0.0,7.0,115.176950914,531.189358385,193.385586241
"POLYGON ((-1.16763367627514 52.907642725539,-1.16769272882688 52.9078898973895,-1.16758938034835 52.9078981626667,-1.16753090631164 52.9076518940028,-1.16763367627514 52.907642725539))",4317756,0D4F70B5512427B3E050A00A568A259B,6.40816326531,0.0,8.0,115.183765186,532.975139216,194.035825071
"POLYGON ((-1.16689989013151 52.904355113219,-1.16692385718342 52.9040743630498,-1.16703425653864 52.9040778339486,-1.16701237178153 52.9043585987244,-1.16689989013151 52.904355113219))",4317757,0D4F70B5512527B3E050A00A568A259B,5.14545454545,0.0,8.0,128.605376003,644.462177609,234.662321937
"POLYGON ((-1.1675569296083 52.9053311087839,-1.16715300842872 52.9053832048603,-1.16713054964834 52.9053215600241,-1.16753418157035 52.90526901255,-1.1675569296083 52.9053311087839))",4317758,0D4F70B5512627B3E050A00A568A259B,3.92,0.0,8.0,115.3343619,537.578045182,195.733559911
"POLYGON ((-1.16710538065062 52.9054478641997,-1.1671640172824 52.9056931457724,-1.16706334847831 52.9057015198287,-1.16700515112274 52.9054566007694,-1.16710538065062 52.9054478641997))",4317759,0D4F70B5512727B3E050A00A568A259B,6.02127659574,0.0,9.0,113.992026415,516.118096476,187.917798265
"POLYGON ((-1.16745597603782 52.9062157659195,-1.16735357887513 52.9063220222763,-1.16726644498747 52.9062912972471,-1.16736884215019 52.9061850408149,-1.16745597603782 52.9062157659195))",4317760,0D4F70B5512827B3E050A00A568A259B,4.5652173913,0.0,8.0,67.8396789693,254.873111186,92.7960063858
"POLYGON ((-1.16733061074991 52.9063645610461,-1.16739170607058 52.906613544886,-1.16728700383092 52.9066227899597,-1.16722813184054 52.9063741805507,-1.16733061074991 52.9063645610461))",4317761,0D4F70B5512927B3E050A00A568A259B,6.16326530612,0.0,8.0,116.13355409,541.172714974,197.031814116
"POLYGON ((-1.19494095894774 52.9013814610377,-1.19490081233934 52.901446002807,-1.19473900150206 52.9014092191091,-1.19477929633252 52.9013446783687,-1.19494095894774 52.9013814610377))",4318346,0D4F70B5537227B3E050A00A568A259B,3.47619047619,0.0,7.0,63.9332041724,244.848647549,89.1656811754
"POLYGON ((-1.19449781822118 52.9013957188312,-1.19463679837561 52.9011722860474,-1.19474381916703 52.9011973718192,-1.19460735070215 52.9014216313416,-1.19449781822118 52.9013957188312))",4318347,0D4F70B5537327B3E050A00A568A259B,4.88235294118,0.0,7.0,114.007869376,570.083116879,207.606130348
"POLYGON ((-1.19395081248485 52.9013670206346,-1.1940782295249 52.9011579826644,-1.19418616839455 52.9011816374023,-1.19405814499166 52.9013913005575,-1.19395081248485 52.9013670206346))",4318348,0D4F70B5537427B3E050A00A568A259B,4.66666666667,0.0,7.0,107.882728581,525.821373826,191.487633172
"POLYGON ((-1.19342628439385 52.9007119132813,-1.19351786314561 52.9005676260136,-1.19362415270839 52.9005918987983,-1.19353513056191 52.9007346752745,-1.19342628439385 52.9007119132813))",4318349,0D4F70B5537527B3E050A00A568A259B,4.60606060606,0.0,7.0,82.1397767795,360.812645018,131.400405419
"POLYGON ((-1.19338873211995 52.9008208788938,-1.19356624101681 52.9008607376059,-1.19352728377783 52.9009251967045,-1.19334799711501 52.9008849663358,-1.19338873211995 52.9008208788938))",4318350,0D4F70B5537627B3E050A00A568A259B,4.83333333333,0.0,8.0,67.7078046949,268.341634303,97.7234102885
"POLYGON ((-1.19250481952427 52.9008023824751,-1.19251022289094 52.9003435121683,-1.19262779170046 52.9003447600872,-1.19261615043244 52.9008034087597,-1.19250481952427 52.9008023824751))",4318351,0D4F70B5537727B3E050A00A568A259B,4.88349514563,0.0,8.0,194.823029105,1078.85122137,392.896547376
"POLYGON ((-1.19392985389101 52.9011985075493,-1.19375264323485 52.9011584714189,-1.19379327223856 52.9010920462672,-1.19396928094891 52.901132702885,-1.19392985389101 52.9011985075493))",4318352,0D4F70B5537827B3E050A00A568A259B,4.29166666667,0.0,7.0,68.0256410883,273.062101758,99.4412361022
"POLYGON ((-1.19357077481373 52.9014496619392,-1.19401116849208 52.9015515317766,-1.19396938515323 52.9016160619137,-1.19352956729496 52.901515184901,-1.19357077481373 52.9014496619392))",4318353,0D4F70B5537927B3E050A00A568A259B,4.24193548387,0.0,8.0,130.604582222,674.367556296,245.580580577
"POLYGON ((-1.19296049893526 52.9014416549793,-1.19311790443448 52.9011871556653,-1.19322893350872 52.9012124505848,-1.19307079049261 52.9014666750309,-1.19296049893526 52.9014416549793))",4318354,0D4F70B5537A27B3E050A00A568A259B,4.7,0.0,8.0,126.570893654,659.816538664,240.283927816
"POLYGON ((-1.19471037309215 52.90165452463,-1.19431967511366 52.9015662983126,-1.19436236754757 52.9015007857233,-1.19474826942076 52.901591046825,-1.19471037309215 52.90165452463))",4318355,0D4F70B5537B27B3E050A00A568A259B,4.47169811321,0.0,7.0,117.957725807,588.378216026,214.265874669
"POLYGON ((-1.19416563829666 52.9019441561751,-1.19441015342894 52.9018823487681,-1.19444873696874 52.9019422992666,-1.19418947329606 52.9020057153285,-1.19414363765704 52.9019360062589,-1.19415707465707 52.9019329513269,-1.19416563829666 52.9019441561751))",4318356,0D4F70B5537C27B3E050A00A568A259B,3.63636363636,0.0,7.0,90.240765943,368.279410125,134.11168172
"POLYGON ((-1.19453952699951 52.9021292641392,-1.19505234914441 52.9020054481985,-1.1950913872317 52.9020649525881,-1.19447980879595 52.9022149778669,-1.19443690974957 52.9021552672408,-1.19452475420463 52.9021322204418,-1.19451389536949 52.902116505329,-1.19452912450852 52.9021130125992,-1.19453952699951 52.9021292641392))",4318357,0D4F70B5537D27B3E050A00A568A259B,3.96341463415,0.0,7.0,177.641342809,890.419646773,324.250958517
"POLYGON ((-1.19414801335071 52.9020528082115,-1.19430693251097 52.9022938116543,-1.19418191846438 52.90232496649,-1.19402018398402 52.9020834939828,-1.19414801335071 52.9020528082115))",4318358,0D4F70B5537E27B3E050A00A568A259B,6.58208955224,0.0,11.0,126.304829577,728.409547063,265.252745139
"POLYGON ((-1.19316877602857 52.9021866692567,-1.19335305912103 52.902142164367,-1.19339709363791 52.9022127601024,-1.19321460807434 52.9022564684107,-1.19316877602857 52.9021866692567))",4318359,0D4F70B5537F27B3E050A00A568A259B,4.57142857143,0.0,8.0,71.7304871502,305.189106177,111.135581093
"POLYGON ((-1.19316699466943 52.9020583789225,-1.19291966601363 52.9021194459188,-1.19291455998956 52.9021141976131,-1.19288009073381 52.9020569706667,-1.19313967869827 52.9019922119854,-1.19319188339268 52.9020711328733,-1.19317768641791 52.9020750818398,-1.19316699466943 52.9020583789225))",4318360,0D4F70B5538027B3E050A00A568A259B,4.08571428571,0.0,7.0,94.1075525909,395.510951944,144.027505587
"POLYGON ((-1.19302291208415 52.9023478473829,-1.19306228703965 52.9024051075393,-1.19279944268231 52.9024689455591,-1.19276131728334 52.9024084577413,-1.19302291208415 52.9023478473829))",4318361,0D4F70B5538127B3E050A00A568A259B,3.51515151515,0.0,7.0,86.1213765143,366.704343855,133.535284739
"POLYGON ((-1.19803917290539 52.9025008138719,-1.19814348078464 52.9025362165786,-1.19806369331932 52.9026222459347,-1.19795938364344 52.9025869332435,-1.19803917290539 52.9025008138719))",4318362,0D4F70B5538227B3E050A00A568A259B,3.47826086957,0.0,7.0,63.0393008691,242.416723937,88.2752761752
"POLYGON ((-1.19772395047852 52.9029219063275,-1.19788064541033 52.9027529750313,-1.19798658103688 52.9027888380926,-1.19782928962373 52.9029578554007,-1.19772395047852 52.9029219063275))",4318363,0D4F70B5538327B3E050A00A568A259B,4.31818181818,0.0,7.0,98.4935472169,482.538208898,175.712383535
"POLYGON ((-1.19754085855233 52.9026120653363,-1.1973894115785 52.9025611520132,-1.19744858091139 52.902496828099,-1.19760002788521 52.9025477414977,-1.19754085855233 52.9026120653363))",4318364,0D4F70B5538427B3E050A00A568A259B,5.52,0.0,8.0,65.7539758853,262.031200451,95.4178657951
"POLYGON ((-1.19739684603556 52.9030843832001,-1.19754710543655 52.9031352888646,-1.19748536692193 52.9032018425489,-1.19733540486331 52.90315093913,-1.19739684603556 52.9030843832001))",4318365,0D4F70B5538527B3E050A00A568A259B,4.15384615385,0.0,8.0,66.4748297115,269.669857448,98.1968049342
"POLYGON ((-1.19727189037945 52.9031284867083,-1.19712266314269 52.9030780372588,-1.19718486428964 52.9030105877339,-1.1973345370908 52.9030610399711,-1.19727189037945 52.9031284867083))",4318366,0D4F70B5538627B3E050A00A568A259B,4.5,0.0,7.0,66.6430089484,271.799318498,98.9725589958
"POLYGON ((-1.19750508134913 52.9032935776768,-1.19760960662071 52.9033172957266,-1.1975590404533 52.9033987575437,-1.19745451518171 52.9033750395385,-1.19750508134913 52.9032935776768))",4318367,0D4F70B5538727B3E050A00A568A259B,4.58823529412,0.0,7.0,56.9713415928,199.578479865,72.6732536172
"POLYGON ((-1.19721777766319 52.9033938469522,-1.19701460300035 52.9033503142601,-1.19705604947099 52.9032796683625,-1.19725922413383 52.9033232005837,-1.19721777766319 52.9033938469522))",4318368,0D4F70B5538827B3E050A00A568A259B,4.9,0.0,7.0,75.6652812805,331.963419281,120.879134389
"POLYGON ((-1.19642551927803 52.9026851657621,-1.19663707701912 52.9027576115262,-1.19657733096783 52.9028208524656,-1.19636563039461 52.9027481358889,-1.19642551927803 52.9026851657621))",4318369,0D4F70B5538927B3E050A00A568A259B,4.57575757576,0.0,8.0,81.0326385921,363.573803107,132.393112503
"POLYGON ((-1.19615689156687 52.9027644337886,-1.19598521363443 52.9029472847605,-1.19588239336527 52.9029118905172,-1.19605391948244 52.9027292182021,-1.19615689156687 52.9027644337886))",4318370,0D4F70B5538A27B3E050A00A568A259B,4.55319148936,0.0,8.0,103.883448109,510.825417893,186.013148919
"POLYGON ((-1.1964703137694 52.9033260506062,-1.19615330010215 52.9032158553777,-1.19621561353851 52.9031504747803,-1.19653339975693 52.9032590571466,-1.1964703137694 52.9033260506062))",4318371,0D4F70B5538B27B3E050A00A568A259B,4.73076923077,0.0,8.0,109.526187803,572.517470146,208.473994241
"POLYGON ((-1.19001072528978 52.9011748338555,-1.1900347704951 52.9009615001844,-1.19014915298028 52.9009663243542,-1.19012437295306 52.901179203926,-1.19001072528978 52.9011748338555))",4319265,0D4F70B5570927B3E050A00A568A259B,4.9347826087,0.0,9.0,104.286377009,501.471943494,182.622177615
"POLYGON ((-1.1892089645254 52.9007608005898,-1.18923063638168 52.9006350972228,-1.18932568532532 52.9006402405863,-1.18930620176507 52.9007682062095,-1.1892089645254 52.9007608005898))",4319266,0D4F70B5570A27B3E050A00A568A259B,4.5,0.0,9.0,68.572423399,253.169879632,92.1990265628
"POLYGON ((-1.18960534524634 52.9009100305994,-1.18964665517313 52.9006878253387,-1.18975803009876 52.9006944273891,-1.18975870563184 52.9006980280638,-1.18971744780735 52.9009175369795,-1.18960534524634 52.9009100305994))",4319267,0D4F70B5570B27B3E050A00A568A259B,5.28260869565,0.0,9.0,107.717077693,520.104835263,189.410103916
"POLYGON ((-1.19013863370812 52.9013314013145,-1.19002503096059 52.9013246042936,-1.19004263165201 52.9012177504759,-1.19015623439955 52.9012245475136,-1.19013863370812 52.9013314013145))",4319268,0D4F70B5570C27B3E050A00A568A259B,5.04347826087,0.0,9.0,65.0507118261,251.840810024,91.7125795713
"POLYGON ((-1.18953646692175 52.901175646098,-1.18959089135341 52.9009517326341,-1.18970101851907 52.9009614725495,-1.18964704144847 52.901185389756,-1.18953646692175 52.901175646098))",4319269,0D4F70B5570D27B3E050A00A568A259B,5.4347826087,0.0,8.0,108.353755591,518.475489094,188.814427427
"POLYGON ((-1.18960358993805 52.9013629930346,-1.18949523514843 52.901353804275,-1.18952110483205 52.9012420629937,-1.18962945962166 52.9012512517769,-1.18960358993805 52.9013629930346))",4319270,0D4F70B5570E27B3E050A00A568A259B,4.18181818182,0.0,7.0,66.00546003,253.626128831,92.3626272589
"POLYGON ((-1.18948627984334 52.9013955438124,-1.18959240052284 52.9014049872342,-1.18956502166953 52.9015178865749,-1.18945890099003 52.9015084431777,-1.18948627984334 52.9013955438124))",4319271,0D4F70B5570F27B3E050A00A568A259B,4.78260869565,0.0,8.0,65.9973925678,251.451261939,91.5699614625
"POLYGON ((-1.19168792843485 52.9018245856275,-1.19182157888448 52.9020405197004,-1.1917136220485 52.9020657653558,-1.19157700536181 52.9018494510315,-1.19168792843485 52.9018245856275))",4319272,0D4F70B5571027B3E050A00A568A259B,4.62745098039,0.0,8.0,111.320829506,555.490806837,202.286168475
"POLYGON ((-1.19123861448563 52.9019145691707,-1.19093036388388 52.9019817798222,-1.19089807753428 52.9019272641026,-1.19120289208006 52.9018609295343,-1.19123861448563 52.9019145691707))",4319273,0D4F70B5571127B3E050A00A568A259B,3.17647058824,0.0,7.0,93.9121502375,387.2040055,141.003432133
"POLYGON ((-1.19246722682551 52.9022815979859,-1.19194177796096 52.9024043278302,-1.19190171489592 52.9023441861591,-1.19242632832726 52.9022183941885,-1.19246722682551 52.9022815979859))",4319274,0D4F70B5571227B3E050A00A568A259B,3.91428571429,0.0,7.0,150.053669882,768.580773941,279.879739663
"POLYGON ((-1.19092735183259 52.9023033090645,-1.19110541768496 52.9022655068884,-1.19114027591121 52.9023257033949,-1.19096161627246 52.902363411238,-1.19092735183259 52.9023033090645))",4319275,0D4F70B5571327B3E050A00A568A259B,3.60869565217,0.0,7.0,65.582296443,247.219094814,90.0251792374
"POLYGON ((-1.19091809020198 52.902361586858,-1.19106088550118 52.9026052717671,-1.19095578800276 52.9026285583487,-1.19081330082569 52.9023843360642,-1.19091809020198 52.902361586858))",4319276,0D4F70B5571427B3E050A00A568A259B,4.27777777778,0.0,8.0,120.343899066,593.426796037,216.095409
