helper,shadowed_length,shadowgeom,osm_id,full_length,src_id,dst_id,edgegeom,tags,parsing_direction
false,126.29104924197402,"MULTILINESTRING ((-1.16668711555038 52.9044377015753,-1.16668890644182 52.9041943987849,-1.16669738832245 52.904138077369,-1.16672349989044 52.9039646903118,-1.16674785010492 52.9038029978051,-1.16674968561169 52.9037932083798,-1.16675502184946 52.9037647482576,-1.16675828419581 52.9037451740399,-1.16676300800818 52.9037228614387,-1.1667784780643 52.9036228067414),(-1.16686976551672 52.9032998014168,-1.16683263724368 52.9034054054568,-1.16678452445816 52.9035837007383,-1.16678009806498 52.9036123291392))",260842330,247.5453506003586,438,391,"LINESTRING (-1.16696597866967 52.9030261396519,-1.16683263724368 52.9034054054568,-1.16678452445816 52.9035837007383,-1.16676300800818 52.9037228614387,-1.16675828419581 52.9037451740399,-1.16675502184946 52.9037647482576,-1.16674785010492 52.9038029978051,-1.16668890644182 52.9041943987849,-1.16668652028811 52.9045185707281,-1.16669017389224 52.9046055635252,-1.16670657317367 52.9047556401551,-1.1667288148319 52.9049149209824,-1.1667779947545 52.9052346879581)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => 2, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""cycleway:right"" => ""lane"", ""name"" => ""Farnborough Road"", ""cycleway:right:width"" => ""1.25"", ""cycleway:left"" => ""track"", ""lit"" => ""yes"", ""reverseway"" => false, ""highway"" => ""tertiary"", ""cycleway:right:lane"" => ""advisory"", ""width"" => missing, ""maxspeed"" => 50)",-1
false,34.246291675941464,"MULTILINESTRING ((-1.16765696900174 52.9031433007036,-1.1677705130142 52.9031680069629),(-1.16718511684145 52.9030407915791,-1.16741649889213 52.9030909038738,-1.16753293531314 52.9031163118193,-1.16755054764951 52.9031201441534))",29420400,59.96338849131347,438,1257,"LINESTRING (-1.16692987982481 52.9029894454062,-1.16703507269955 52.9030082949947,-1.16741649889213 52.9030909038738,-1.16753293531314 52.9031163118193,-1.1677705130142 52.9031680069629)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Sumburgh Road"", ""lit"" => ""yes"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",-1
false,36.119078594401955,"MULTILINESTRING ((-1.16725086626052 52.9022555978495,-1.16726110452922 52.9022376903384),(-1.16687619919096 52.9029835334283,-1.16689313956375 52.9029418661459,-1.1668972736313 52.9029320477624,-1.16690206279615 52.9029212466955,-1.16690860333431 52.9029065305231,-1.16694480270282 52.9028102344473,-1.16700996131723 52.9026890735129))",260842330,120.90517335181909,438,1615,"LINESTRING (-1.16686458829198 52.9030120920559,-1.16689313956375 52.9029418661459,-1.1668972736313 52.9029320477624,-1.16690206279615 52.9029212466955,-1.16690860333431 52.9029065305231,-1.16694480270282 52.9028102344473,-1.1670187908262 52.9026726551905,-1.16709553694299 52.9025272787203,-1.16728439178314 52.9021969591006,-1.16743304607295 52.9019830177984)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => 2, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""cycleway:right"" => ""lane"", ""name"" => ""Farnborough Road"", ""cycleway:right:width"" => ""1.25"", ""cycleway:left"" => ""track"", ""lit"" => ""yes"", ""reverseway"" => false, ""highway"" => ""tertiary"", ""cycleway:right:lane"" => ""advisory"", ""width"" => missing, ""maxspeed"" => 50)",1
false,3.9746411587233723,"LINESTRING (-1.18063323972097 52.9149812443537,-1.18059229137182 52.9149554964861)",29349881,8.968775587867155,439,1123,"LINESTRING (-1.18068469136801 52.9150135965151,-1.18059229137182 52.9149554964861)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Elston Gardens"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Bing"", ""maxspeed"" => 50)",1
false,26.066141840181047,"LINESTRING (-1.18921888414787 52.8988633396314,-1.18883660252699 52.8989010971194)",38073222,53.08937901395196,440,175,"LINESTRING (-1.18921888414787 52.8988633396314,-1.18844028360639 52.898940239686)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Yewdale Close"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",-1
false,87.02505291097258,"MULTILINESTRING ((-1.18930757401187 52.899021503486,-1.18933772819692 52.8991495982596),(-1.18948435221989 52.8997050078725,-1.18951155228284 52.8998015731833),(-1.18926199146668 52.8988278676889,-1.18930116807819 52.8989942910245),(-1.18934309172748 52.8991723824208,-1.18937334073251 52.8993008790827),(-1.18937836245323 52.8993222110932,-1.189387692008 52.8993618425041,-1.18941182800142 52.8994475311955),(-1.18941871026725 52.8994719648627,-1.18945475706165 52.8995999390289))",29387429,112.63611057629014,440,461,"LINESTRING (-1.18926199146668 52.8988278676889,-1.189387692008 52.8993618425041,-1.18951897330606 52.8998279191278)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""lanes:forward"" => missing, ""name"" => ""Bransdale Road"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",-1
false,54.80130646251054,"MULTILINESTRING ((-1.18902941490053 52.8983370006089,-1.1890132197283 52.8982781502801,-1.18900578663786 52.8982520493402),(-1.18911355577572 52.8986427507303,-1.18904856608649 52.8984065923479),(-1.18915898599082 52.898836635493,-1.18912094097991 52.8986713356714))",29387429,83.69267697656502,440,1260,"LINESTRING (-1.18915898599082 52.898836635493,-1.18911848160465 52.8986606500138,-1.1890132197283 52.8982781502801,-1.18896084482095 52.8980942376295)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""lanes:forward"" => missing, ""name"" => ""Bransdale Road"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",1
false,18.589614936389108,"LINESTRING (-1.18485294519272 52.9082894773021,-1.18490374273067 52.9083112363728,-1.18507839746535 52.9083860492076)",426022637,31.58841682632106,441,1140,"LINESTRING (-1.18476717480124 52.9082527375483,-1.18515027468849 52.9084168374521)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""covered"" => ""no"", ""lanes:forward"" => missing, ""reverseway"" => false, ""highway"" => ""service"", ""width"" => missing, ""maxspeed"" => 50)",1
false,0.0,,654070036,8.912904611555758,442,105,"LINESTRING (-1.19179511980081 52.896633095704,-1.19191051975109 52.8966723956794)","Dict{String, Any}(""lanes:forward"" => missing, ""reverseway"" => false, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes:both_ways"" => missing, ""highway"" => ""service"", ""lanes"" => missing, ""service"" => ""parking_aisle"", ""width"" => missing, ""maxspeed"" => 50)",-1
false,0.0,,367481863,22.52891398169257,442,655,"LINESTRING (-1.19174163780005 52.8966870184085,-1.19162664422877 52.8966426752093,-1.19159255700312 52.8965859072805,-1.19158427628141 52.8965265436827)","Dict{String, Any}(""lanes:forward"" => missing, ""reverseway"" => false, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes:both_ways"" => missing, ""highway"" => ""service"", ""lanes"" => missing, ""service"" => ""parking_aisle"", ""width"" => missing, ""maxspeed"" => 50)",-1
false,9.898894852340407,"LINESTRING (-1.17578358968908 52.902521768425,-1.17583518976939 52.902438468446)",58526288,9.89889485101613,443,549,"LINESTRING (-1.17578358968908 52.902521768425,-1.17583518976939 52.902438468446)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Lanthwaite Close"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",-1
false,35.09842457196531,"MULTILINESTRING ((-1.17568290738436 52.9028532543371,-1.17573741237508 52.90276812332,-1.17580853805277 52.9026570320106,-1.17581675286685 52.9026442012399),(-1.1758808070909 52.9025441542568,-1.17582634147293 52.9026292247244))",58526288,36.88560533816581,443,1118,"LINESTRING (-1.1758808070909 52.9025441542568,-1.17568290738436 52.9028532543371)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Lanthwaite Close"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",1
false,2.038549290699833,"LINESTRING (-1.17584734933896 52.9025026942086,-1.1758763493207 52.9025079942049)",222020688,2.038549291100201,443,1319,"LINESTRING (-1.17584734933896 52.9025026942086,-1.1758763493207 52.9025079942049)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Lanthwaite Close"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Bing"", ""maxspeed"" => 50)",-1
false,0.0,,103039875,8.086724186823671,444,287,"LINESTRING (-1.18943190883724 52.9095476571588,-1.18950850885359 52.9094916571845)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Alwood Grove"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""survey;Bing"", ""maxspeed"" => 50)",1
false,23.96916526230407,"MULTILINESTRING ((-1.18941155980671 52.9098674898788,-1.18933764087876 52.9098288684642,-1.189292854544 52.9097919062642,-1.18927807733894 52.9097505930568),(-1.18941403932528 52.9098687853841,-1.18949943649339 52.9099134038413))",29350287,54.3373429170278,444,1619,"LINESTRING (-1.1894842860939 52.9095815607596,-1.18941357091326 52.9096044698314,-1.18930060355287 52.90968006598,-1.1892809579237 52.9097095788944,-1.18927177131305 52.9097329630302,-1.189292854544 52.9097919062642,-1.18933764087876 52.9098288684642,-1.18955780881611 52.9099439022232)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => 1, ""lanes:forward"" => missing, ""name"" => ""Alwood Grove"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""service"", ""width"" => missing, ""source"" => ""survey;Bing"", ""maxspeed"" => 50)",-1
false,0.0,,221731907,5.3709413566475686,445,1580,"LINESTRING (-1.17375114722121 52.9016984709291,-1.17367254716692 52.9016900709232)","Dict{String, Any}(""lanes:forward"" => missing, ""reverseway"" => false, ""lanes:backward"" => missing, ""oneway"" => false, ""source"" => ""Bing"", ""lanes:both_ways"" => missing, ""highway"" => ""service"", ""lanes"" => missing, ""maxspeed"" => 50, ""width"" => missing)",1
false,26.427583380657104,"LINESTRING (-1.18922554303774 52.9087569394083,-1.18924529936907 52.9087687890323,-1.18935934999613 52.9088326100803,-1.18952100655508 52.9089132397323)",38074709,111.69109871022057,446,785,"LINESTRING (-1.18847063543092 52.9081425635904,-1.18872883498592 52.9083495639268,-1.18915398125418 52.9087140173783,-1.18924529936907 52.9087687890323,-1.18935934999613 52.9088326100803,-1.18952100655508 52.9089132397323)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Village Road"", ""source:name"" => ""OS OpenData StreetView"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""GPS;Yahoo"", ""maxspeed"" => 48)",-1
false,0.0,,337041347,44.519411641668015,446,1584,"LINESTRING (-1.18841730731418 52.9081755164066,-1.18823826243538 52.9081204563619,-1.18802424706346 52.9080609137631,-1.18781359201615 52.9080127071202)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => true, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Village Road"", ""source:name"" => ""survey"", ""lit"" => ""yes"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 48)",1
false,0.0,,350207746,21.15341007949578,447,709,"LINESTRING (-1.17706642653392 52.9148611642017,-1.17708473406535 52.9147187034479,-1.17712356048997 52.9146777592698)","Dict{String, Any}(""lanes:forward"" => missing, ""reverseway"" => false, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes:both_ways"" => missing, ""highway"" => ""service"", ""lanes"" => missing, ""maxspeed"" => 50, ""width"" => missing, ""surface"" => ""asphalt"")",-1
false,36.803639960412745,"MULTILINESTRING ((-1.16770046167166 52.9032099407281,-1.16770089482603 52.9031969653163),(-1.16771757651342 52.9036528196194,-1.16769006624193 52.903627197257,-1.16769018408663 52.9035644261109,-1.16769168911179 52.9034727266029,-1.16769611865267 52.9033400381652))",29420402,60.646822536032104,448,1257,"LINESTRING (-1.16773750991073 52.903732799634,-1.16774059128036 52.9036742549559,-1.16769006624193 52.903627197257,-1.16769018408663 52.9035644261109,-1.16769168911179 52.9034727266029,-1.16770089482603 52.9031969653163)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Lerwick Close"", ""lit"" => ""yes"", ""reverseway"" => false, ""highway"" => ""residential"", ""sidewalk"" => ""both"", ""width"" => missing, ""source"" => ""survey"", ""maxspeed"" => 50)",1
false,27.3808178993227,"LINESTRING (-1.17899887178725 52.9018960889723,-1.17900999407225 52.9018803978073,-1.17888788144 52.9018325336744,-1.17879921224716 52.9017651275156,-1.17876705086783 52.9017138407869)",222014374,45.93347287543568,449,90,"LINESTRING (-1.17899887178725 52.9018960889723,-1.17900999407225 52.9018803978073,-1.17888788144 52.9018325336744,-1.17879921224716 52.9017651275156,-1.1787554381703 52.9016953223554,-1.1787719035387 52.9016496126439,-1.1788298857842 52.9015558239502)","Dict{String, Any}(""lanes:forward"" => missing, ""reverseway"" => false, ""lanes:backward"" => missing, ""oneway"" => false, ""source"" => ""Bing"", ""lanes:both_ways"" => missing, ""highway"" => ""service"", ""lanes"" => missing, ""maxspeed"" => 50, ""width"" => missing)",1
false,5.802212157418042,"LINESTRING (-1.18830674384735 52.8982980162229,-1.18822061837014 52.8983004660889)",262257227,10.6578286948189,450,1529,"LINESTRING (-1.18830674384735 52.8982980162229,-1.18814854373319 52.8983025162262)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Dartmoor Close"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Bing"", ""maxspeed"" => 50)",1
false,34.31002706940882,"MULTILINESTRING ((-1.17126440602799 52.9113309072321,-1.17136047778282 52.9113457988645,-1.17163063824241 52.911450919642,-1.1716373462257 52.9114555181972),(-1.17169115545078 52.9115015796845,-1.17172813701239 52.9115440500873))",31420742,74.22506547856963,451,984,"LINESTRING (-1.17081388471044 52.9114445613413,-1.17094038771292 52.9114292473375,-1.17115621037 52.9113443042887,-1.17124531736393 52.9113279483773,-1.17136047778282 52.9113457988645,-1.17163063824241 52.911450919642,-1.17167133767288 52.9114788204927,-1.17172813701239 52.9115440500873)","Dict{String, Any}(""lanes:forward"" => missing, ""reverseway"" => false, ""lanes:backward"" => missing, ""oneway"" => false, ""source"" => ""Yahoo"", ""lanes:both_ways"" => missing, ""highway"" => ""service"", ""lanes"" => missing, ""maxspeed"" => 50, ""width"" => missing)",1
false,8.149338846672853,"LINESTRING (-1.19437942676684 52.899531708728,-1.19426310765823 52.8995113309468)",103167392,8.358186089232039,452,1213,"LINESTRING (-1.19437942676684 52.899531708728,-1.19426012669083 52.8995108087136)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Sanger Close"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Bing"", ""maxspeed"" => 50)",1
false,0.0,,261117465,40.53181391947727,453,381,"LINESTRING (-1.17531982338586 52.9045073233164,-1.17587482308153 52.9046489232226)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""service"" => ""parking_aisle"", ""reverseway"" => false, ""highway"" => ""service"", ""width"" => missing, ""maxspeed"" => 50)",1
false,0.0,,222021353,39.403761665504554,454,489,"LINESTRING (-1.17884097036987 52.9028821548212,-1.17859417064327 52.9032032549185)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""service"" => ""parking_aisle"", ""reverseway"" => false, ""highway"" => ""service"", ""sidewalk"" => ""no"", ""width"" => missing, ""source"" => ""survey"", ""maxspeed"" => 50)",1
false,0.0,,222021353,116.97003238497811,454,1318,"LINESTRING (-1.17874599304836 52.9028565070406,-1.17901021499683 52.9024838644094,-1.17919845489622 52.9025328309116,-1.17937826417905 52.9025779896957,-1.17910341090202 52.9029462373653)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""service"" => ""parking_aisle"", ""reverseway"" => false, ""highway"" => ""service"", ""sidewalk"" => ""no"", ""width"" => missing, ""source"" => ""survey"", ""maxspeed"" => 50)",-1
true,,,,,454,1647,,,
false,44.50108781633715,"MULTILINESTRING ((-1.16961453940096 52.9065689709874,-1.16962107042693 52.9064206631474),(-1.16960212099114 52.9068509679029,-1.16961319359564 52.9065995316764))",29388487,80.1912913154272,455,402,"LINESTRING (-1.16959859818881 52.9069309629323,-1.16962399969775 52.9063541443507,-1.16963060072457 52.9062106257614)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Woodkirk Road"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",1
false,0.0,,38090473,30.795351637203257,455,1164,"LINESTRING (-1.16964871955761 52.9069632303606,-1.16938871269992 52.9069575439419,-1.16936570946102 52.9069598308137,-1.16935436570969 52.9069627170936,-1.16931048853673 52.9069737347113,-1.16927927685518 52.9069831242997,-1.16924647310568 52.9069965404951,-1.16922164617322 52.9070154522972)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""lanes:forward"" => missing, ""name"" => ""Colleymoor Leys Lane"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",-1
false,25.69469755738264,"LINESTRING (-1.16968232267075 52.90690174323,-1.16985455576126 52.906909826041,-1.17006259958639 52.9069177856329,-1.17006328525833 52.9069178118656)",38090473,27.563785946570043,455,1407,"LINESTRING (-1.16965462588537 52.9069004434105,-1.16985455576126 52.906909826041,-1.17006328525833 52.9069178118656)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""lanes:forward"" => missing, ""name"" => ""Colleymoor Leys Lane"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",1
false,1.2107648307526735,"LINESTRING (-1.17018088905456 52.91255496494,-1.17016820512486 52.9125472461099)",29384156,8.705651629460176,456,376,"LINESTRING (-1.17018088905456 52.91255496494,-1.1700896890552 52.9124994649119)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Brooksby Lane"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""maxspeed"" => 50)",-1
false,97.62037512166224,"MULTILINESTRING ((-1.17115316990737 52.9133240125303,-1.17117238251639 52.9133506170493),(-1.17096257355773 52.9130600836965,-1.17112890783271 52.9132904157497),(-1.17085797613076 52.9129160690104,-1.17086814163054 52.9129288400827,-1.17090082208715 52.9129745724168,-1.17094031645425 52.9130292628796),(-1.1705274221597 52.9126797605611,-1.17056978474261 52.9127057282247,-1.1706512150051 52.9127506622542,-1.17072107719436 52.9127998623912,-1.17078703432627 52.9128436263713,-1.17082966081693 52.9128833750968),(-1.17048503358469 52.9126537769183,-1.17030798148226 52.9125452457915,-1.17025590269453 52.9125113846975))",29384156,113.61675779583291,456,954,"LINESTRING (-1.17025590269453 52.9125113846975,-1.17030798148226 52.9125452457915,-1.17056978474261 52.9127057282247,-1.1706512150051 52.9127506622542,-1.17072107719436 52.9127998623912,-1.17078703432627 52.9128436263713,-1.1708385515639 52.9128916656078,-1.17086814163054 52.9129288400827,-1.17090082208715 52.9129745724168,-1.17117238251639 52.9133506170493)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Brooksby Lane"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""maxspeed"" => 50)",1
false,14.887040783273946,"MULTILINESTRING ((-1.1702178 52.9125328,-1.170298 52.9124689,-1.17032014124764 52.9124505825583),(-1.17034859587485 52.9124270420324,-1.17037873128273 52.9124021109605))",71418167,67.1199072543133,456,1549,"LINESTRING (-1.1702178 52.9125328,-1.170298 52.9124689,-1.1703947 52.9123889,-1.170396 52.9123879,-1.1704439 52.9123125,-1.1704683 52.912274,-1.1704987 52.9122263,-1.1705034 52.9122189,-1.1705495 52.9121757,-1.1707768 52.9120443)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Homewell Walk"", ""segregated"" => ""yes"", ""lit"" => ""yes"", ""reverseway"" => false, ""highway"" => ""cycleway"", ""width"" => missing, ""cycleway"" => ""yes"", ""foot"" => ""yes"", ""lcn"" => ""yes"", ""maxspeed"" => 50, ""est_width"" => ""1.25"")",1
false,73.42996078930574,"MULTILINESTRING ((-1.1858504083162 52.9061516009573,-1.18574867214109 52.9062203678288),(-1.18591848319979 52.906105663258,-1.18593756176042 52.9060928005952,-1.18607849769758 52.905985575774,-1.18611213031113 52.9059239039257,-1.18617416241399 52.9058101556799,-1.18624184843061 52.9056773401112,-1.18628551231526 52.9055916610503))",29387393,80.29384933503516,457,946,"LINESTRING (-1.18628551231526 52.9055916610503,-1.18617416241399 52.9058101556799,-1.18607849769758 52.905985575774,-1.18593756176042 52.9060928005952,-1.18587454988159 52.9061352828237,-1.18574867214109 52.9062203678288)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""lanes:forward"" => missing, ""name"" => ""Waterdown Road"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",-1
false,37.472455930450415,"MULTILINESTRING ((-1.18618608955163 52.905573135308,-1.18621410381009 52.9055181881677,-1.18624321582005 52.9054448753472),(-1.18626059020698 52.9054011212795,-1.1863118908125 52.9052719299933),(-1.18637423687872 52.9051219929558,-1.1864046595262 52.9050534485126))",29387393,59.68633182309754,457,1085,"LINESTRING (-1.18618608955163 52.905573135308,-1.18621410381009 52.9055181881677,-1.18634758040023 52.9051820517607,-1.1864046595262 52.9050534485126)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""lanes:forward"" => missing, ""name"" => ""Waterdown Road"", ""source:name"" => ""survey"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""source"" => ""Yahoo"", ""maxspeed"" => 50)",1
false,35.00984362036241,"MULTILINESTRING ((-1.18622210386727 52.9056127412081,-1.18600238495165 52.9055764848546),(-1.18594215998158 52.905566546904,-1.1856599065356 52.9055199707254))",945535063,43.618287910550286,457,1595,"LINESTRING (-1.18622210386727 52.9056127412081,-1.18559670346289 52.9055095411365)","Dict{String, Any}(""lanes:forward"" => missing, ""reverseway"" => false, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes:both_ways"" => missing, ""highway"" => ""service"", ""lanes"" => missing, ""maxspeed"" => 50, ""width"" => missing)",1
false,36.01301451830826,"LINESTRING (-1.19117317458161 52.9075227885066,-1.19092156483954 52.9075036877671,-1.19078201298633 52.9074931528104,-1.19064205510754 52.9074825870325)",103086206,36.01301451835592,458,498,"LINESTRING (-1.19064205510754 52.9074825870325,-1.19092156483954 52.9075036877671,-1.19117317458161 52.9075227885066)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Garrett Grove"", ""lit"" => ""yes"", ""reverseway"" => false, ""highway"" => ""living_street"", ""width"" => missing, ""maxspeed"" => 50)",-1
false,8.249080767791286,"LINESTRING (-1.19063218392797 52.9075310182375,-1.19051048384179 52.9075220182311)",29350440,8.24908076804381,458,691,"LINESTRING (-1.19063218392797 52.9075310182375,-1.19051048384179 52.9075220182311)","Dict{String, Any}(""lanes:both_ways"" => missing, ""lanes:backward"" => missing, ""oneway"" => false, ""lanes"" => missing, ""surface"" => ""asphalt"", ""lanes:forward"" => missing, ""name"" => ""Garrett Grove"", ""reverseway"" => false, ""highway"" => ""residential"", ""width"" => missing, ""maxspeed"" => 50)",-1
