pointgeom,helper,osm_id,lat,vertex_id,lon
POINT (-1.1777582 52.9084043),false,323204600,52.9084043,558,-1.1777582
POINT (-1.1976289 52.9028055),false,1191086050,52.9028055,559,-1.1976289
POINT (-1.1839933 52.9137312),false,2675918675,52.9137312,560,-1.1839933
POINT (-1.1666332 52.9104323),false,1851698984,52.9104323,561,-1.1666332
POINT (-1.1808918 52.9053413),false,323225800,52.9053413,562,-1.1808918
POINT (-1.1774511 52.9158063),false,3190173198,52.9158063,563,-1.1774511
POINT (-1.1730621 52.9127139),false,2665596414,52.9127139,564,-1.1730621
POINT (-1.1729875 52.9062757),false,323237925,52.9062757,565,-1.1729875
POINT (-1.1922606 52.8979744),false,8062107331,52.8979744,566,-1.1922606
POINT (-1.1956018 52.899532),false,1191222653,52.899532,567,-1.1956018
POINT (-1.1686938 52.9103695),false,3569890745,52.9103695,568,-1.1686938
POINT (-1.1823896 52.8968361),false,6501793742,52.8968361,569,-1.1823896
POINT (-1.1744051 52.9059092),false,2651000398,52.9059092,570,-1.1744051
POINT (-1.1882382 52.9064579),false,6291113985,52.9064579,571,-1.1882382
POINT (-1.1824992 52.9040367),false,1269209642,52.9040367,572,-1.1824992
POINT (-1.183035 52.9131582),false,2675918478,52.9131582,573,-1.183035
POINT (-1.1733826 52.9027817),false,323237096,52.9027817,574,-1.1733826
POINT (-1.1866465 52.9066457),false,3539246366,52.9066457,575,-1.1866465
POINT (-1.1838322 52.9138317),false,2675918677,52.9138317,576,-1.1838322
POINT (-1.1732761 52.8958846),false,323229195,52.8958846,577,-1.1732761
POINT (-1.1881394 52.9076013),false,2376777046,52.9076013,578,-1.1881394
POINT (-1.1686373 52.9103886),false,3569890746,52.9103886,579,-1.1686373
POINT (-1.1894462 52.9049816),false,3190171240,52.9049816,580,-1.1894462
POINT (-1.1808084 52.9142374),false,933821955,52.9142374,581,-1.1808084
POINT (-1.1697568 52.9190565),false,36488746,52.9190565,582,-1.1697568
POINT (-1.1826899 52.8990301),false,324246026,52.8990301,583,-1.1826899
POINT (-1.1740609 52.9152437),false,2663510041,52.9152437,584,-1.1740609
POINT (-1.182655 52.9013694),false,323233946,52.9013694,585,-1.182655
POINT (-1.1657746 52.9191334),false,1638056291,52.9191334,586,-1.1657746
POINT (-1.1854109 52.905018),false,457119862,52.905018,587,-1.1854109
POINT (-1.1778808 52.8974738),false,323234942,52.8974738,588,-1.1778808
POINT (-1.1751165 52.9145232),false,321389120,52.9145232,589,-1.1751165
POINT (-1.1736454 52.9033286),false,324244140,52.9033286,590,-1.1736454
POINT (-1.1742326 52.9067866),false,2651000699,52.9067866,591,-1.1742326
POINT (-1.1911644 52.9107658),false,322851555,52.9107658,592,-1.1911644
POINT (-1.1939168 52.9074808),false,2628905756,52.9074808,593,-1.1939168
POINT (-1.1755719 52.9071018),false,8824264650,52.9071018,594,-1.1755719
POINT (-1.1854732 52.9015269),false,323228399,52.9015269,595,-1.1854732
POINT (-1.1950721 52.9034011),false,1191087310,52.9034011,596,-1.1950721
POINT (-1.1832141 52.9120323),false,2675917961,52.9120323,597,-1.1832141
POINT (-1.1795107 52.917721),false,322847139,52.917721,598,-1.1795107
POINT (-1.1782144 52.9015802),false,2309878295,52.9015802,599,-1.1782144
POINT (-1.1691742 52.9106591),false,8440768224,52.9106591,600,-1.1691742
POINT (-1.1807753 52.8970657),false,6501793724,52.8970657,601,-1.1807753
POINT (-1.1832463 52.8967989),false,323228431,52.8967989,602,-1.1832463
POINT (-1.1910857 52.904657),false,3464376201,52.904657,603,-1.1910857
POINT (-1.1763387 52.9156906),false,3559573542,52.9156906,604,-1.1763387
POINT (-1.1745859 52.8995168),false,323235873,52.8995168,605,-1.1745859
POINT (-1.1962798 52.9049964),false,322861133,52.9049964,606,-1.1962798
POINT (-1.174271 52.8968336),false,323234964,52.8968336,607,-1.174271
POINT (-1.1904133 52.8972464),false,6501793788,52.8972464,608,-1.1904133
POINT (-1.1954625 52.9046098),false,322861852,52.9046098,609,-1.1954625
POINT (-1.1922396 52.9056474),false,1191086827,52.9056474,610,-1.1922396
POINT (-1.1861716 52.9102805),false,322844069,52.9102805,611,-1.1861716
POINT (-1.1752373 52.9018995),false,725320097,52.9018995,612,-1.1752373
POINT (-1.1754209 52.9058953),false,350291492,52.9058953,613,-1.1754209
POINT (-1.1962639 52.9035232),false,322861583,52.9035232,614,-1.1962639
POINT (-1.1719702 52.9070325),false,323237535,52.9070325,615,-1.1719702
POINT (-1.1719205 52.9030582),false,324245813,52.9030582,616,-1.1719205
POINT (-1.1724297 52.9056071),false,2651000168,52.9056071,617,-1.1724297
POINT (-1.1773805 52.9153235),false,3190173179,52.9153235,618,-1.1773805
POINT (-1.1928637 52.9094605),false,322852859,52.9094605,619,-1.1928637
POINT (-1.1886209 52.9061862),false,3441443119,52.9061862,620,-1.1886209
POINT (-1.1748952 52.9023911),false,725320099,52.9023911,621,-1.1748952
POINT (-1.1788158 52.9105685),false,323204850,52.9105685,622,-1.1788158
POINT (-1.1892529 52.9072104),false,2631101763,52.9072104,623,-1.1892529
POINT (-1.1822561 52.8968572),false,6501793839,52.8968572,624,-1.1822561
POINT (-1.1796744 52.8967926),false,8328260842,52.8967926,625,-1.1796744
POINT (-1.1756428 52.9030006),false,2754988685,52.9030006,626,-1.1756428
POINT (-1.1950041 52.8915567),false,8475953265,52.8915567,627,-1.1950041
POINT (-1.178271 52.9019837),false,6592934145,52.9019837,628,-1.178271
POINT (-1.1673004 52.9178829),false,6575419494,52.9178829,629,-1.1673004
POINT (-1.1952594 52.8956155),false,3714046372,52.8956155,630,-1.1952594
POINT (-1.1668614 52.917435),false,6575419549,52.917435,631,-1.1668614
POINT (-1.192891 52.8959117),false,3714068420,52.8959117,632,-1.192891
POINT (-1.183268 52.8974698),false,323228468,52.8974698,633,-1.183268
POINT (-1.1745435 52.9072082),false,1647849095,52.9072082,634,-1.1745435
POINT (-1.1915959 52.9034671),false,324244305,52.9034671,635,-1.1915959
POINT (-1.1717757 52.9100821),false,323201795,52.9100821,636,-1.1717757
POINT (-1.1882755 52.9053239),false,3539246392,52.9053239,637,-1.1882755
POINT (-1.1863755 52.9126918),false,322834141,52.9126918,638,-1.1863755
POINT (-1.1820293 52.9027038),false,323233851,52.9027038,639,-1.1820293
POINT (-1.1794704 52.9030417),false,6877564539,52.9030417,640,-1.1794704
POINT (-1.1857047 52.8967264),false,6501793748,52.8967264,641,-1.1857047
POINT (-1.1790024 52.9179619),false,6727666689,52.9179619,642,-1.1790024
POINT (-1.1652369 52.9176579),false,321401086,52.9176579,643,-1.1652369
POINT (-1.1778083 52.902181),false,6592934161,52.902181,644,-1.1778083
POINT (-1.1923916 52.9098583),false,2630622200,52.9098583,645,-1.1923916
POINT (-1.1874003 52.9069655),false,6593073889,52.9069655,646,-1.1874003
POINT (-1.1736653 52.9006944),false,323235119,52.9006944,647,-1.1736653
POINT (-1.1684602 52.9024022),false,2666221670,52.9024022,648,-1.1684602
POINT (-1.1730983 52.9149919),false,323202917,52.9149919,649,-1.1730983
POINT (-1.1885026 52.9058113),false,3726792255,52.9058113,650,-1.1885026
POINT (-1.1706746 52.9108435),false,5312232326,52.9108435,651,-1.1706746
POINT (-1.1747039 52.9091555),false,323203424,52.9091555,652,-1.1747039
POINT (-1.1892205 52.9052696),false,3539246373,52.9052696,653,-1.1892205
POINT (-1.1785248 52.9170065),false,1189738659,52.9170065,654,-1.1785248
POINT (-1.1916361 52.8965239),false,3714046415,52.8965239,655,-1.1916361
POINT (-1.1773213 52.9019498),false,6592934143,52.9019498,656,-1.1773213
POINT (-1.1746297 52.9142062),false,6558325706,52.9142062,657,-1.1746297
POINT (-1.1915286 52.9081513),false,2628745881,52.9081513,658,-1.1915286
POINT (-1.1984635 52.8970555),false,3639437578,52.8970555,659,-1.1984635
POINT (-1.1865499 52.9035703),false,323232730,52.9035703,660,-1.1865499
POINT (-1.1939488 52.9080148),false,2628906150,52.9080148,661,-1.1939488
POINT (-1.1775593 52.9158108),false,3559573550,52.9158108,662,-1.1775593
POINT (-1.1931867 52.89703),false,3714010538,52.89703,663,-1.1931867
POINT (-1.1767469 52.9152539),false,3400688652,52.9152539,664,-1.1767469
POINT (-1.1906578 52.9041491),false,26955814,52.9041491,665,-1.1906578
POINT (-1.1892609 52.9055004),false,3441407697,52.9055004,666,-1.1892609
POINT (-1.1930635 52.901852),false,1191222395,52.901852,667,-1.1930635
POINT (-1.1912719 52.9108327),false,1189822448,52.9108327,668,-1.1912719
POINT (-1.1810247 52.9082725),false,323226493,52.9082725,669,-1.1810247
POINT (-1.1884318 52.90622),false,9674801068,52.90622,670,-1.1884318
POINT (-1.17988 52.8926496),false,323230566,52.8926496,671,-1.17988
POINT (-1.1826352 52.9030954),false,323228353,52.9030954,672,-1.1826352
POINT (-1.1884139 52.9065489),false,3441443113,52.9065489,673,-1.1884139
POINT (-1.1933086 52.9017863),false,1191221948,52.9017863,674,-1.1933086
POINT (-1.192359 52.8975512),false,1851694649,52.8975512,675,-1.192359
POINT (-1.1911853 52.8967124),false,60027125,52.8967124,676,-1.1911853
POINT (-1.1880099 52.9053892),false,3539247008,52.9053892,677,-1.1880099
POINT (-1.1811192 52.9119664),false,2941957303,52.9119664,678,-1.1811192
POINT (-1.1894336 52.9100308),false,2629302742,52.9100308,679,-1.1894336
POINT (-1.1911796 52.90276),false,324244278,52.90276,680,-1.1911796
POINT (-1.1711889 52.8986902),false,323236232,52.8986902,681,-1.1711889
POINT (-1.1933209 52.9024011),false,324244358,52.9024011,682,-1.1933209
POINT (-1.1879111 52.911999),false,2675917948,52.911999,683,-1.1879111
POINT (-1.1867564 52.906867),false,6593066381,52.906867,684,-1.1867564
POINT (-1.1830888 52.9150527),false,1189737149,52.9150527,685,-1.1830888
POINT (-1.1785637 52.9022281),false,6593066861,52.9022281,686,-1.1785637
POINT (-1.1742463 52.9063228),false,448019300,52.9063228,687,-1.1742463
POINT (-1.1706997 52.9134334),false,2665596851,52.9134334,688,-1.1706997
POINT (-1.1657935 52.9190564),false,448021799,52.9190564,689,-1.1657935
POINT (-1.1893367 52.8946741),false,323232050,52.8946741,690,-1.1893367
POINT (-1.1905168 52.9074908),false,322854902,52.9074908,691,-1.1905168
POINT (-1.1804692 52.895632),false,323230498,52.895632,692,-1.1804692
POINT (-1.1752847 52.913745),false,2309972333,52.913745,693,-1.1752847
POINT (-1.1942169 52.9014714),false,324244722,52.9014714,694,-1.1942169
POINT (-1.179122 52.8925548),false,323230691,52.8925548,695,-1.179122
POINT (-1.1716561 52.9182538),false,26955857,52.9182538,696,-1.1716561
POINT (-1.1797402 52.9058993),false,8753537663,52.9058993,697,-1.1797402
POINT (-1.1764444 52.904187),false,6592930146,52.904187,698,-1.1764444
POINT (-1.1872906 52.9008871),false,3464175512,52.9008871,699,-1.1872906
POINT (-1.1752707 52.9142736),false,323202547,52.9142736,700,-1.1752707
POINT (-1.1701049 52.9116415),false,3569891123,52.9116415,701,-1.1701049
POINT (-1.1903807 52.9074945),false,322854899,52.9074945,702,-1.1903807
POINT (-1.1796528 52.9158871),false,1189822303,52.9158871,703,-1.1796528
POINT (-1.1696168 52.9103341),false,323237493,52.9103341,704,-1.1696168
POINT (-1.1768636 52.9163616),false,1189737710,52.9163616,705,-1.1768636
POINT (-1.1937413 52.8958429),false,3714046378,52.8958429,706,-1.1937413
POINT (-1.1889993 52.8970374),false,6501793816,52.8970374,707,-1.1889993
POINT (-1.1964532 52.8997269),false,1191222020,52.8997269,708,-1.1964532
POINT (-1.1771687 52.9146934),false,3559573508,52.9146934,709,-1.1771687
POINT (-1.1933063 52.8950097),false,3714261771,52.8950097,710,-1.1933063
POINT (-1.1904945 52.8957764),false,1851694641,52.8957764,711,-1.1904945
POINT (-1.1917831 52.9035723),false,1191221973,52.9035723,712,-1.1917831
POINT (-1.1802003 52.9042124),false,350289741,52.9042124,713,-1.1802003
POINT (-1.1922765 52.8984745),false,3594979644,52.8984745,714,-1.1922765
POINT (-1.1926361 52.8999688),false,1191222019,52.8999688,715,-1.1926361
POINT (-1.193267 52.9044933),false,322861977,52.9044933,716,-1.193267
POINT (-1.1883474 52.9008953),false,323232696,52.9008953,717,-1.1883474
POINT (-1.1924981 52.8949569),false,8416171579,52.8949569,718,-1.1924981
POINT (-1.1660355 52.9177463),false,321401088,52.9177463,719,-1.1660355
POINT (-1.1870739 52.9073653),false,322857599,52.9073653,720,-1.1870739
POINT (-1.1784823 52.9171038),false,447815367,52.9171038,721,-1.1784823
POINT (-1.1902497 52.8972262),false,456873547,52.8972262,722,-1.1902497
POINT (-1.1784559 52.9073684),false,456873363,52.9073684,723,-1.1784559
POINT (-1.1696751 52.9009069),false,324245536,52.9009069,724,-1.1696751
POINT (-1.1761953 52.9169116),false,322849996,52.9169116,725,-1.1761953
POINT (-1.1787306 52.899752),false,323235854,52.899752,726,-1.1787306
POINT (-1.1760899 52.9047332),false,6592930155,52.9047332,727,-1.1760899
POINT (-1.1662571 52.9132312),false,2613673250,52.9132312,728,-1.1662571
POINT (-1.1907219 52.9070761),false,1190214828,52.9070761,729,-1.1907219
POINT (-1.1760795 52.915043),false,321401105,52.915043,730,-1.1760795
POINT (-1.1720115 52.9127518),false,8824012384,52.9127518,731,-1.1720115
POINT (-1.1759344 52.9032355),false,2754988740,52.9032355,732,-1.1759344
POINT (-1.1714347 52.9117199),false,7645221283,52.9117199,733,-1.1714347
POINT (-1.1874945 52.9083069),false,322851297,52.9083069,734,-1.1874945
POINT (-1.1970939 52.9040215),false,1191085841,52.9040215,735,-1.1970939
POINT (-1.1785966 52.9040521),false,7276714278,52.9040521,736,-1.1785966
POINT (-1.1930095 52.8943244),false,9450369723,52.8943244,737,-1.1930095
POINT (-1.1859289 52.9099857),false,2676167920,52.9099857,738,-1.1859289
POINT (-1.1919066 52.9072235),false,1190214674,52.9072235,739,-1.1919066
POINT (-1.1916458 52.8960443),false,8416171581,52.8960443,740,-1.1916458
POINT (-1.1955425 52.9031253),false,322861587,52.9031253,741,-1.1955425
POINT (-1.1815344 52.9117363),false,3441389247,52.9117363,742,-1.1815344
POINT (-1.1878137 52.9056873),false,3539246996,52.9056873,743,-1.1878137
POINT (-1.1737823 52.9020404),false,324245573,52.9020404,744,-1.1737823
POINT (-1.1709913 52.9083964),false,2667389595,52.9083964,745,-1.1709913
POINT (-1.1796829 52.903102),false,2701890515,52.903102,746,-1.1796829
POINT (-1.1806396 52.9042123),false,8933129409,52.9042123,747,-1.1806396
POINT (-1.183781 52.9032723),false,5828275651,52.9032723,748,-1.183781
POINT (-1.1937447 52.9006829),false,324244595,52.9006829,749,-1.1937447
POINT (-1.183445 52.9046691),false,771241731,52.9046691,750,-1.183445
POINT (-1.1678709 52.9032044),false,324245726,52.9032044,751,-1.1678709
POINT (-1.1904854 52.904625),false,26955809,52.904625,752,-1.1904854
POINT (-1.1942082 52.9082998),false,322856904,52.9082998,753,-1.1942082
POINT (-1.1962401 52.9000544),false,324245410,52.9000544,754,-1.1962401
POINT (-1.1815273 52.8967975),false,1080722446,52.8967975,755,-1.1815273
POINT (-1.1793293 52.9070824),false,323223876,52.9070824,756,-1.1793293
POINT (-1.1883281 52.8977173),false,2140446420,52.8977173,757,-1.1883281
POINT (-1.1683512 52.9101494),false,8328201071,52.9101494,758,-1.1683512
POINT (-1.1942906 52.8963658),false,3714010486,52.8963658,759,-1.1942906
POINT (-1.1784064 52.912743),false,323203076,52.912743,760,-1.1784064
POINT (-1.1954735 52.8967251),false,8416171634,52.8967251,761,-1.1954735
POINT (-1.188743 52.9069747),false,2631101564,52.9069747,762,-1.188743
POINT (-1.1770364 52.8991012),false,2291902981,52.8991012,763,-1.1770364
POINT (-1.186923 52.9077945),false,3441389254,52.9077945,764,-1.186923
POINT (-1.1687685 52.910681),false,8440768267,52.910681,765,-1.1687685
POINT (-1.1892437 52.9071563),false,2631101684,52.9071563,766,-1.1892437
POINT (-1.1921987 52.9072102),false,1190214851,52.9072102,767,-1.1921987
POINT (-1.184831 52.9086942),false,4253472559,52.9086942,768,-1.184831
POINT (-1.1917752 52.9055349),false,322860766,52.9055349,769,-1.1917752
POINT (-1.1716122 52.9118645),false,7645221281,52.9118645,770,-1.1716122
POINT (-1.1912478 52.8997536),false,1191222238,52.8997536,771,-1.1912478
POINT (-1.1716796 52.9125503),false,8824012389,52.9125503,772,-1.1716796
POINT (-1.1743136 52.9059029),false,2651000394,52.9059029,773,-1.1743136
POINT (-1.1671926 52.9019078),false,2665595349,52.9019078,774,-1.1671926
POINT (-1.1939149 52.9080735),false,322854710,52.9080735,775,-1.1939149
POINT (-1.1927837 52.9075085),false,2628905766,52.9075085,776,-1.1927837
POINT (-1.1866282 52.9129011),false,2675918283,52.9129011,777,-1.1866282
POINT (-1.1849285 52.9118919),false,322834879,52.9118919,778,-1.1849285
POINT (-1.1707788 52.9035469),false,324245786,52.9035469,779,-1.1707788
POINT (-1.184394 52.9073516),false,447797935,52.9073516,780,-1.184394
POINT (-1.1789837 52.8991303),false,2291902948,52.8991303,781,-1.1789837
POINT (-1.1681894 52.9105488),false,3386444026,52.9105488,782,-1.1681894
POINT (-1.1735676 52.9065461),false,2651000645,52.9065461,783,-1.1735676
POINT (-1.1806213 52.8971101),false,6501822993,52.8971101,784,-1.1806213
POINT (-1.1894879 52.9089375),false,322851910,52.9089375,785,-1.1894879
POINT (-1.1752464 52.9075489),false,8824264649,52.9075489,786,-1.1752464
POINT (-1.1691665 52.9001387),false,2310006016,52.9001387,787,-1.1691665
POINT (-1.171083 52.9122096),false,3377191821,52.9122096,788,-1.171083
POINT (-1.1933312 52.8960449),false,3714010430,52.8960449,789,-1.1933312
POINT (-1.1832295 52.9026291),false,323232708,52.9026291,790,-1.1832295
POINT (-1.1662689 52.9152406),false,323206157,52.9152406,791,-1.1662689
POINT (-1.1923021 52.9004868),false,1191222251,52.9004868,792,-1.1923021
POINT (-1.1748754 52.9027184),false,2755060509,52.9027184,793,-1.1748754
POINT (-1.1823071 52.900399),false,2316902976,52.900399,794,-1.1823071
POINT (-1.1885692 52.9074472),false,2631102009,52.9074472,795,-1.1885692
POINT (-1.1763662 52.9035136),false,2754988782,52.9035136,796,-1.1763662
POINT (-1.1662349 52.9128932),false,321401076,52.9128932,797,-1.1662349
POINT (-1.1888264 52.9003641),false,7182516118,52.9003641,798,-1.1888264
POINT (-1.1938582 52.9007078),false,1191222085,52.9007078,799,-1.1938582
POINT (-1.1659246 52.9183272),false,448021803,52.9183272,800,-1.1659246
POINT (-1.1984059 52.8970123),false,3639437576,52.8970123,801,-1.1984059
POINT (-1.1819263 52.9041794),false,5828275617,52.9041794,802,-1.1819263
POINT (-1.1777821 52.9044061),false,8835973377,52.9044061,803,-1.1777821
POINT (-1.1817806 52.9114425),false,2941956377,52.9114425,804,-1.1817806
POINT (-1.1974831 52.9029743),false,1191086344,52.9029743,805,-1.1974831
POINT (-1.1941211 52.9016437),false,324244535,52.9016437,806,-1.1941211
POINT (-1.1869975 52.9094611),false,2675917433,52.9094611,807,-1.1869975
POINT (-1.1669906 52.9108372),false,3386444034,52.9108372,808,-1.1669906
POINT (-1.1753347 52.8935465),false,323231203,52.8935465,809,-1.1753347
POINT (-1.1828697 52.9132622),false,2675918517,52.9132622,810,-1.1828697
POINT (-1.1940619 52.9057706),false,322860871,52.9057706,811,-1.1940619
POINT (-1.1711983 52.9095725),false,323237547,52.9095725,812,-1.1711983
POINT (-1.1661523 52.9103968),false,1851698990,52.9103968,813,-1.1661523
POINT (-1.1715441 52.9139028),false,321389129,52.9139028,814,-1.1715441
POINT (-1.1972549 52.9034905),false,322861245,52.9034905,815,-1.1972549
POINT (-1.1905584 52.8972643),false,1851694642,52.8972643,816,-1.1905584
POINT (-1.1882567 52.9052798),false,323232596,52.9052798,817,-1.1882567
POINT (-1.1928882 52.907261),false,322854607,52.907261,818,-1.1928882
POINT (-1.1654768 52.9196814),false,1638056297,52.9196814,819,-1.1654768
POINT (-1.1794814 52.89679),false,8328260841,52.89679,820,-1.1794814
POINT (-1.1665343 52.897553),false,8814786113,52.897553,821,-1.1665343
POINT (-1.1696112 52.9113865),false,849795934,52.9113865,822,-1.1696112
POINT (-1.1678473 52.9014989),false,323236601,52.9014989,823,-1.1678473
POINT (-1.1776331 52.9120285),false,323203077,52.9120285,824,-1.1776331
POINT (-1.1799562 52.9074673),false,447797963,52.9074673,825,-1.1799562
POINT (-1.1809331 52.9110263),false,323204561,52.9110263,826,-1.1809331
POINT (-1.1781446 52.9022072),false,2994427502,52.9022072,827,-1.1781446
POINT (-1.1743213 52.9058566),false,448019303,52.9058566,828,-1.1743213
POINT (-1.1740901 52.9018034),false,2307627306,52.9018034,829,-1.1740901
POINT (-1.1921404 52.9043906),false,322862067,52.9043906,830,-1.1921404
POINT (-1.1882753 52.9057749),false,6291111584,52.9057749,831,-1.1882753
POINT (-1.1958031 52.900627),false,324245184,52.900627,832,-1.1958031
POINT (-1.1744231 52.9073675),false,6592905961,52.9073675,833,-1.1744231
POINT (-1.1768231 52.8941001),false,323231770,52.8941001,834,-1.1768231
POINT (-1.1906226 52.9041435),false,26955815,52.9041435,835,-1.1906226
POINT (-1.178306 52.9066903),false,447797960,52.9066903,836,-1.178306
POINT (-1.1651598 52.9202854),false,321401031,52.9202854,837,-1.1651598
POINT (-1.1678853 52.9096677),false,4212655682,52.9096677,838,-1.1678853
POINT (-1.1951777 52.9080155),false,2629208458,52.9080155,839,-1.1951777
POINT (-1.1923313 52.9053129),false,322860768,52.9053129,840,-1.1923313
POINT (-1.1780091 52.9001187),false,323234219,52.9001187,841,-1.1780091
POINT (-1.1796871 52.9000229),false,323234132,52.9000229,842,-1.1796871
POINT (-1.1912669 52.9075199),false,1190214669,52.9075199,843,-1.1912669
POINT (-1.1681455 52.9058176),false,2667385547,52.9058176,844,-1.1681455
POINT (-1.1953023 52.9070087),false,323099674,52.9070087,845,-1.1953023
POINT (-1.173055 52.9111443),false,2284309449,52.9111443,846,-1.173055
POINT (-1.177501 52.9017841),false,2309878286,52.9017841,847,-1.177501
POINT (-1.1763174 52.9078557),false,323203422,52.9078557,848,-1.1763174
POINT (-1.1760332 52.8937544),false,323231729,52.8937544,849,-1.1760332
POINT (-1.1644224 52.9147882),false,324227890,52.9147882,850,-1.1644224
POINT (-1.1802006 52.896893),false,6501793764,52.896893,851,-1.1802006
POINT (-1.1718224 52.9158267),false,350300745,52.9158267,852,-1.1718224
POINT (-1.1910937 52.9099594),false,322851572,52.9099594,853,-1.1910937
POINT (-1.1928475 52.8987373),false,3594979643,52.8987373,854,-1.1928475
POINT (-1.1785918 52.9014896),false,2309878184,52.9014896,855,-1.1785918
POINT (-1.1789415 52.899126),false,2291902922,52.899126,856,-1.1789415
POINT (-1.1913877 52.8990645),false,324245516,52.8990645,857,-1.1913877
POINT (-1.1732867 52.8970175),false,8328260794,52.8970175,858,-1.1732867
POINT (-1.1675094 52.9125422),false,448019297,52.9125422,859,-1.1675094
POINT (-1.1913493 52.9048204),false,3464376208,52.9048204,860,-1.1913493
POINT (-1.1932747 52.8991767),false,324245508,52.8991767,861,-1.1932747
POINT (-1.1673449 52.92337),false,322847122,52.92337,862,-1.1673449
POINT (-1.169778 52.9113292),false,2904677849,52.9113292,863,-1.169778
POINT (-1.1890785 52.8970924),false,447804864,52.8970924,864,-1.1890785
POINT (-1.1903713 52.8971759),false,6592944991,52.8971759,865,-1.1903713
POINT (-1.1955335 52.9084351),false,2629208604,52.9084351,866,-1.1955335
POINT (-1.1947779 52.8964747),false,8416171604,52.8964747,867,-1.1947779
POINT (-1.1767805 52.9164146),false,1189738454,52.9164146,868,-1.1767805
POINT (-1.1969622 52.897053),false,3164556433,52.897053,869,-1.1969622
POINT (-1.1780731 52.9043568),false,6303376899,52.9043568,870,-1.1780731
POINT (-1.167224 52.9126095),false,324228145,52.9126095,871,-1.167224
POINT (-1.1673149 52.910358),false,1851698962,52.910358,872,-1.1673149
POINT (-1.1915346 52.907004),false,2631101558,52.907004,873,-1.1915346
POINT (-1.16992 52.9108715),false,6592930151,52.9108715,874,-1.16992
POINT (-1.1803863 52.9110336),false,2307602726,52.9110336,875,-1.1803863
POINT (-1.1876093 52.9056481),false,3539246997,52.9056481,876,-1.1876093
POINT (-1.1786081 52.9137698),false,323203035,52.9137698,877,-1.1786081
POINT (-1.1712503 52.910989),false,5312232335,52.910989,878,-1.1712503
POINT (-1.1767418 52.9041156),false,2701870328,52.9041156,879,-1.1767418
POINT (-1.1622109 52.9176893),false,1638056253,52.9176893,880,-1.1622109
POINT (-1.1935738 52.895061),false,3714046364,52.895061,881,-1.1935738
POINT (-1.1709654 52.9042018),false,2666126078,52.9042018,882,-1.1709654
POINT (-1.1790336 52.899363),false,2291902968,52.899363,883,-1.1790336
POINT (-1.1933118 52.8958841),false,3714261785,52.8958841,884,-1.1933118
POINT (-1.1656321 52.9109722),false,6592930190,52.9109722,885,-1.1656321
POINT (-1.1964159 52.9083904),false,322856517,52.9083904,886,-1.1964159
POINT (-1.1651899 52.9153477),false,448021797,52.9153477,887,-1.1651899
POINT (-1.1763138 52.9101512),false,323205011,52.9101512,888,-1.1763138
POINT (-1.1860749 52.9050457),false,8933129410,52.9050457,889,-1.1860749
POINT (-1.1697027 52.9056043),false,323237646,52.9056043,890,-1.1697027
POINT (-1.1956297 52.9084335),false,705624981,52.9084335,891,-1.1956297
POINT (-1.172405 52.9016474),false,2768572501,52.9016474,892,-1.172405
POINT (-1.1671573 52.9108218),false,8440357041,52.9108218,893,-1.1671573
POINT (-1.1945159 52.896297),false,3714010457,52.896297,894,-1.1945159
POINT (-1.1818663 52.9035935),false,323228354,52.9035935,895,-1.1818663
POINT (-1.1914667 52.9040751),false,624881914,52.9040751,896,-1.1914667
POINT (-1.1697498 52.910964),false,3569890778,52.910964,897,-1.1697498
POINT (-1.1918459 52.9083741),false,322852061,52.9083741,898,-1.1918459
POINT (-1.191454 52.8982973),false,3464367565,52.8982973,899,-1.191454
POINT (-1.1687412 52.8998641),false,60024843,52.8998641,900,-1.1687412
POINT (-1.1804232 52.8970446),false,6501823009,52.8970446,901,-1.1804232
POINT (-1.188457 52.906703),false,322858372,52.906703,902,-1.188457
POINT (-1.1681744 52.9068674),false,323237501,52.9068674,903,-1.1681744
POINT (-1.1800527 52.8995269),false,323101011,52.8995269,904,-1.1800527
POINT (-1.1693452 52.8995206),false,8328260741,52.8995206,905,-1.1693452
POINT (-1.1775661 52.9019199),false,6592934140,52.9019199,906,-1.1775661
POINT (-1.1823856 52.8968008),false,1571563955,52.8968008,907,-1.1823856
POINT (-1.1807161 52.8972037),false,6501823005,52.8972037,908,-1.1807161
POINT (-1.1903253 52.8959734),false,7182522248,52.8959734,909,-1.1903253
POINT (-1.1667073 52.9112233),false,448019333,52.9112233,910,-1.1667073
POINT (-1.1787765 52.9022755),false,6592934151,52.9022755,911,-1.1787765
POINT (-1.1717266 52.91836),false,26955852,52.91836,912,-1.1717266
POINT (-1.1948762 52.9037147),false,307878738,52.9037147,913,-1.1948762
POINT (-1.1959191 52.9055512),false,322860937,52.9055512,914,-1.1959191
POINT (-1.1946747 52.900123),false,324245214,52.900123,915,-1.1946747
POINT (-1.1918848 52.9046504),false,322862066,52.9046504,916,-1.1918848
POINT (-1.1670948 52.919757),false,6575419525,52.919757,917,-1.1670948
POINT (-1.1796139 52.9024715),false,2289236900,52.9024715,918,-1.1796139
POINT (-1.1804719 52.9101807),false,323204751,52.9101807,919,-1.1804719
POINT (-1.1737621 52.9013271),false,2307627339,52.9013271,920,-1.1737621
POINT (-1.1794606 52.8967896),false,3389619625,52.8967896,921,-1.1794606
POINT (-1.1750839 52.9002098),false,2291902946,52.9002098,922,-1.1750839
