geometry,id
"POLYGON ((-1.19100995691184 52.9031376319341,-1.19100994810478 52.9031376434215,-1.19090484431813 52.9031611995491,-1.19090484411448 52.9031611995938,-1.19075743125962 52.9031927681583,-1.19075741232907 52.9031927627554,-1.19059806994857 52.90292748054,-1.19059806995734 52.9029274805287,-1.19059806993865 52.9029274805234,-1.1905980787876 52.9029274690388,-1.19070123787448 52.9029045289615,-1.19070123804272 52.9029045289248,-1.19084864996018 52.9028729604285,-1.1908486688668 52.902872965792,-1.19100995688453 52.9031376318889,-1.19100995686078 52.9031376319195,-1.19100995691184 52.9031376319341))",3942786
"POLYGON ((-1.19106760578612 52.9038604216591,-1.19106760577913 52.9038604216571,-1.19106761453407 52.9038604101662,-1.19133292688102 52.9038003682732,-1.19133292712887 52.9038003682186,-1.19145093442525 52.9037750966056,-1.19145095322947 52.9037751018052,-1.19149069469763 52.9038365895458,-1.19149069461793 52.9038365896512,-1.19149069479553 52.9038365897015,-1.19149068619647 52.9038366012022,-1.19122399704965 52.9038987016565,-1.19122399667026 52.9038987017413,-1.19110598890598 52.9039239731283,-1.19110597000385 52.9039239677729,-1.19110597002105 52.9039239677499,-1.19110596998335 52.9039239677392,-1.19106760578286 52.9038604216633,-1.19106760578612 52.9038604216591))",3942787
"POLYGON ((-1.18862312191026 52.9024658968325,-1.18877262177851 52.9024338838139,-1.18877262895943 52.9024338833993,-1.18886835792772 52.9024426270789,-1.18886837050205 52.9024426351097,-1.18886836898336 52.9024426365499,-1.18886837041392 52.9024426372603,-1.18883775313405 52.9025696276692,-1.18883774338925 52.9025696348434,-1.18868824310176 52.9026016479431,-1.18868823603282 52.9026016483678,-1.18859249803933 52.9025933543197,-1.18859248535849 52.902593346313,-1.18859248689168 52.9025933448529,-1.18859248544015 52.9025933441324,-1.18862311216446 52.9024659040108,-1.18862312191026 52.9024658968325))",3942788
"POLYGON ((-1.18820170744663 52.9033061160487,-1.18820170879398 52.9033061147473,-1.18820170743643 52.9033061140997,-1.18821169235834 52.9032491000201,-1.18821170217623 52.9032490924958,-1.1883199966388 52.9032259038262,-1.18832000328057 52.9032259033683,-1.18853752942839 52.9032408725201,-1.18853754251384 52.9032408804306,-1.18853754116325 52.9032408817376,-1.18853754252802 52.9032408823881,-1.18852754966876 52.9032983461761,-1.18852753984977 52.9032983537069,-1.18841924531738 52.9033215425655,-1.18841923862571 52.9033215430198,-1.18820172048498 52.9033061239708,-1.18820170744663 52.9033061160487))",3942789
"POLYGON ((-1.18640293544925 52.9028244027058,-1.18640293429158 52.9028244024201,-1.18640293961641 52.9028243909046,-1.18648380882389 52.9027930322361,-1.18648381188597 52.9027930313296,-1.1866360705024 52.9027604308997,-1.18663608799211 52.9027604345373,-1.18674930087077 52.9028677331901,-1.18674930053175 52.902867733786,-1.18674930168947 52.9028677340718,-1.18674929636463 52.9028677455872,-1.18666842642943 52.9028991042819,-1.18666842336743 52.9028991051884,-1.18651616428917 52.9029317056589,-1.18651614679938 52.9029317020214,-1.18640293511024 52.9028244033017,-1.18640293544925 52.9028244027058))",3942790
"POLYGON ((-1.18834890803781 52.9037525130026,-1.188348914207 52.9037525104867,-1.18844285742333 52.903732394913,-1.18844287224854 52.9037323966621,-1.18851499977935 52.903771093735,-1.18851499940993 52.9037710948797,-1.18851500225642 52.9037710954495,-1.1885150009984 52.9037711064433,-1.18836969400947 52.9038694468089,-1.1883696878877 52.9038694492926,-1.18827574434104 52.9038895648079,-1.18827572952449 52.9038895630635,-1.18820433596693 52.9038513200698,-1.18820433633299 52.9038513189332,-1.18820433350107 52.9038513183685,-1.18820433469182 52.9038513073892,-1.18834890803781 52.9037525130026))",3942791
"POLYGON ((-1.18877994399546 52.9039206715853,-1.18877995040263 52.9039206689026,-1.18888728184221 52.903897686222,-1.18888729640758 52.9038976878348,-1.18897271181809 52.9039414193672,-1.18897271146594 52.9039414205299,-1.18897271443242 52.9039414211091,-1.18897271358262 52.9039414320127,-1.18885366524781 52.9040269178418,-1.18885365884061 52.9040269205245,-1.18874632706387 52.9040499031742,-1.1887463124984 52.9040499015614,-1.18866089715076 52.9040061694964,-1.18866089750291 52.9040061683338,-1.18866089453647 52.9040061677545,-1.18866089538638 52.9040061568509,-1.18877994399546 52.9039206715853))",3942792
"POLYGON ((-1.1879273969354 52.9039326704442,-1.1879273977346 52.9039326707365,-1.18794517539406 52.9040076734346,-1.18794516564363 52.9040076831799,-1.18788160430708 52.9040212928628,-1.1878816014568 52.9040212932872,-1.18778554995098 52.9040296264395,-1.18778553340922 52.9040296196931,-1.18778553392767 52.9040296191117,-1.18778553312848 52.9040296188194,-1.18776775557326 52.9039546161264,-1.18776776532372 52.9039546063811,-1.18783132659836 52.9039409967589,-1.18783132944862 52.9039409963346,-1.18792738091211 52.9039326631164,-1.18792739745386 52.9039326698628,-1.1879273969354 52.9039326704442))",3942793
"POLYGON ((-1.19674966912638 52.9044684487939,-1.19684056562012 52.9044489786901,-1.19684057604271 52.9044489788025,-1.19696299126314 52.9044782124382,-1.19696300066326 52.9044782209562,-1.19696299807738 52.9044782231274,-1.19696299962588 52.9044782240978,-1.19691954631891 52.9045447215379,-1.19691953745954 52.9045447267061,-1.19682864080084 52.90456419687,-1.19682863036922 52.9045641967554,-1.19670606783143 52.9045348720461,-1.19670605844044 52.9045348635273,-1.1967060610368 52.904534861348,-1.19670605948664 52.904534860375,-1.1967496602759 52.9044684539485,-1.19674966912638 52.9044684487939))",3942794
"POLYGON ((-1.19628998757548 52.9045318354999,-1.19628998912961 52.9045318364505,-1.19624321834433 52.9046088287336,-1.19624320935632 52.9046088341056,-1.1961312623947 52.9046328125022,-1.19613125231054 52.9046328124676,-1.19601427818803 52.9046068513645,-1.19601426844747 52.9046068428779,-1.19601427091262 52.9046068407813,-1.1960142693585 52.9046068398307,-1.19606104036814 52.9045298475459,-1.19606104935616 52.9045298421739,-1.19617299609115 52.904505863843,-1.19617300617529 52.9045058638776,-1.19628998030004 52.9045318249167,-1.19628999004063 52.9045318334033,-1.19628998757548 52.9045318354999))",3942795
"POLYGON ((-1.19619529210594 52.9046218799773,-1.19619529473679 52.904621877777,-1.19619529318876 52.9046218767987,-1.19623825885065 52.9045577136154,-1.19623826766364 52.9045577085175,-1.19632119116362 52.9045399466775,-1.19632120172225 52.904539946823,-1.19639342806774 52.9045576950265,-1.19639343733025 52.9045577035559,-1.19639343471069 52.904557705744,-1.19639343625198 52.9045577067173,-1.19635062164718 52.904621781047,-1.19635061283006 52.9046217861511,-1.19626768918587 52.9046395480114,-1.19626767866128 52.9046395478743,-1.1961953014029 52.904621888504,-1.19619529210594 52.9046218799773))",3942796
"POLYGON ((-1.19528660164271 52.9045731448343,-1.19528659745174 52.9045731441319,-1.19528659611203 52.9045731338555,-1.19535191741099 52.9045060659641,-1.19535192525486 52.9045060620536,-1.19551425340826 52.9044712933481,-1.19551426588917 52.9044712940669,-1.19586137940661 52.9045943698876,-1.19586137919526 52.9045943712292,-1.19586138336487 52.9045943719294,-1.19586138467967 52.9045943822145,-1.19579637270421 52.9046608231278,-1.19579636487576 52.9046608270224,-1.19563403623989 52.9046955961123,-1.19563402379244 52.9046955954054,-1.19528660143386 52.9045731461785,-1.19528660164271 52.9045731448343))",3942797
"POLYGON ((-1.19597439194999 52.9048803209333,-1.19605189420745 52.9048637206192,-1.1960519044517 52.9048637206899,-1.1961691588508 52.9048906724847,-1.19616916843069 52.9048906809867,-1.19616916590877 52.9048906831186,-1.19616916746072 52.9048906840788,-1.19614343252445 52.9049315917827,-1.19614342359603 52.9049315970582,-1.19606592125245 52.9049481974319,-1.19606591100809 52.9049481973612,-1.19594865661218 52.9049212449735,-1.19594864703241 52.9049212364715,-1.19594864955435 52.9049212343396,-1.19594864800242 52.9049212333794,-1.19597438302158 52.9048803262088,-1.19597439194999 52.9048803209333))",3942798
"POLYGON ((-1.19552886080498 52.9057690268277,-1.19552885024019 52.9057690266808,-1.1954067449491 52.9057389848707,-1.19540673569246 52.9057389763407,-1.19540673832802 52.9057389741399,-1.19540673678347 52.9057389731623,-1.19545061609539 52.9056737377879,-1.1954506249001 52.9056737327028,-1.19556903357189 52.9056483716166,-1.19556904413666 52.9056483717635,-1.19569114943833 52.9056784134973,-1.195691158695 52.9056784220272,-1.19569115605944 52.9056784242281,-1.195691157604 52.9056784252057,-1.19564727849557 52.9057436605789,-1.19564726969087 52.9057436656639,-1.19552886080498 52.9057690268277))",3942799
"POLYGON ((-1.19599398468562 52.9057907981349,-1.1959939740517 52.9057907979709,-1.19587143218021 52.9057602143805,-1.19587142299351 52.9057602058451,-1.19587142566105 52.9057602036234,-1.19587142411681 52.9057602026402,-1.19591910241189 52.9056904979925,-1.19591911118333 52.9056904929564,-1.19603393149452 52.905665899937,-1.19603394212842 52.9056659001011,-1.19615648401131 52.9056964836224,-1.19615649319805 52.9056964921577,-1.19615649053051 52.9056964943794,-1.19615649207475 52.9056964953626,-1.196108813991 52.9057662000075,-1.19610880521958 52.9057662050436,-1.19599398468562 52.9057907981349))",3942800
"POLYGON ((-1.19552868247152 52.9055812769541,-1.19562537321163 52.9055605673678,-1.1956253837915 52.9055605675185,-1.19574896772012 52.9055910687603,-1.19574897696147 52.9055910772915,-1.19574897432417 52.9055910794925,-1.1957489758674 52.9055910804699,-1.1957018888751 52.9056609684128,-1.19570188007369 52.905660973493,-1.19560518914654 52.9056816831413,-1.19560517856674 52.9056816829906,-1.19548159464707 52.9056511822392,-1.19548158540566 52.9056511737081,-1.19548158804296 52.9056511715071,-1.19548158649973 52.9056511705297,-1.19552867367008 52.9055812820343,-1.19552868247152 52.9055812769541))",3942801
"POLYGON ((-1.19591908373977 52.9058783782093,-1.19591907327345 52.9058783780864,-1.19579473476953 52.9058484116521,-1.19579472541316 52.9058484031303,-1.19579472801313 52.905848400951,-1.19579472646604 52.9058483999787,-1.19583878455872 52.9057815474996,-1.19583879340265 52.9057815423556,-1.19596374522299 52.9057547794434,-1.19596375568931 52.9057547795664,-1.19608809330443 52.9057847459162,-1.1960881026608 52.905784754438,-1.1960881000609 52.9057847566173,-1.19608810160798 52.9057847575896,-1.19604404463316 52.9058516100691,-1.19604403578921 52.9058516152131,-1.19591908373977 52.9058783782093))",3942802
"POLYGON ((-1.19582677027006 52.9060078529491,-1.19582675981029 52.9060078528277,-1.19572299631711 52.9059828797144,-1.19572298695409 52.9059828711932,-1.19572298956233 52.9059828690064,-1.19572298801238 52.9059828680313,-1.19574960341586 52.9059425963087,-1.1957496122545 52.9059425911728,-1.19586124385568 52.9059186814545,-1.19586125431539 52.9059186815759,-1.19596501871388 52.905943654615,-1.19596502807698 52.9059436631363,-1.19596502546864 52.9059436653231,-1.19596502701863 52.9059436662982,-1.19593841083504 52.9059839380228,-1.19593840199649 52.9059839431586,-1.19582677027006 52.9060078529491))",3942803
"POLYGON ((-1.19459467496156 52.9045458810484,-1.19459468286714 52.9045458770741,-1.19467196425143 52.9045293249509,-1.19467197668023 52.9045293256514,-1.19477138963948 52.9045642482789,-1.19477138943543 52.9045642496025,-1.19477139358075 52.9045642502888,-1.19477139507318 52.9045642605112,-1.19466827566501 52.9046732326904,-1.19466826772762 52.9046732366981,-1.19459098608585 52.9046897888185,-1.19459097375085 52.9046897881507,-1.19449036785235 52.9046550367585,-1.19449036805226 52.9046550354086,-1.19449036379683 52.9046550347011,-1.19449036235667 52.9046550244601,-1.19459467496156 52.9045458810484))",3942804
"POLYGON ((-1.19533744254625 52.9045218924857,-1.19518243864569 52.9045550921332,-1.19518242614706 52.9045550914081,-1.19500414748399 52.904491677713,-1.19500414769717 52.9044916763697,-1.19500414353115 52.9044916756683,-1.19500414224875 52.904491665372,-1.19506778367453 52.9044270133084,-1.19506779148314 52.904427009434,-1.19522279501427 52.9043938099354,-1.19522280753002 52.9043938106666,-1.19540078714403 52.9044573119982,-1.19540078693036 52.9044573133352,-1.1954007910728 52.9044573140316,-1.19540079237338 52.9044573243216,-1.19533745036602 52.9045218885999,-1.19533744254625 52.9045218924857))",3942805
"POLYGON ((-1.19409000640949 52.9044589808844,-1.19409000250555 52.904458980209,-1.19409000157684 52.9044589697946,-1.194175213289 52.904377744066,-1.19417522087685 52.9043777404089,-1.19427090240963 52.9043572476338,-1.19427091533467 52.9043572485166,-1.19437085829994 52.9043955912255,-1.19437085805502 52.9043955925364,-1.19437086195888 52.9043955932117,-1.1943708628877 52.9043956036261,-1.19428565229305 52.9044768293518,-1.19428564470517 52.9044768330089,-1.1941899629159 52.9044973257955,-1.19418994999089 52.9044973249127,-1.19409000616457 52.9044589821953,-1.19409000640949 52.9044589808844))",3942806
"POLYGON ((-1.19379763563125 52.9047242421175,-1.19379763241246 52.9047242415066,-1.19379763281593 52.9047242307102,-1.1938964234409 52.9046484014034,-1.19389643015358 52.9046483984935,-1.19398515370737 52.9046293963137,-1.19398516786024 52.9046293977221,-1.19407889987364 52.9046739910815,-1.1940788995429 52.9046739922966,-1.19407890276172 52.9046739929075,-1.19407890235836 52.9046740037038,-1.19398011193154 52.9047498335484,-1.19398010521883 52.9047498364583,-1.19389138141679 52.904768838634,-1.19389136726383 52.9047688372256,-1.19379763530049 52.9047242433325,-1.19379763563125 52.9047242421175))",3942807
"POLYGON ((-1.19471806334958 52.9048366776841,-1.19471807121539 52.9048366737512,-1.19485011274858 52.9048083931002,-1.19485012526669 52.9048083938323,-1.19495794735533 52.9048468791799,-1.19495794714392 52.9048468805015,-1.19495795124562 52.904846881186,-1.19495795264013 52.9048468914431,-1.19486927185349 52.904938881531,-1.19486926397584 52.9049388854761,-1.1947372220584 52.9049671661478,-1.19473720964395 52.9049671654525,-1.19462863571034 52.9049291238082,-1.19462863591644 52.9049291224631,-1.19462863170888 52.9049291217599,-1.19462863033376 52.904929111496,-1.19471806334958 52.9048366776841))",3942808
"POLYGON ((-1.19376359596735 52.9057367229862,-1.19376358878483 52.9057367234011,-1.19363282278922 52.905724779864,-1.19363281021411 52.9057247718335,-1.19363281176971 52.9057247703582,-1.19363281031475 52.9057247696315,-1.19365095286217 52.9056524382526,-1.19365096259417 52.9056524311296,-1.19374889858357 52.9056314566072,-1.19374890576607 52.9056314561923,-1.19387967262372 52.9056433996416,-1.19387968519886 52.9056434076721,-1.19387968364321 52.9056434091474,-1.19387968509821 52.9056434098741,-1.19386154182438 52.9057157412484,-1.19386153209242 52.9057157483713,-1.19376359596735 52.9057367229862))",3942809
"POLYGON ((-1.19855180342198 52.9175897274178,-1.19855180020081 52.9175897268072,-1.19855180059135 52.9175897160139,-1.19864684264158 52.9175166440465,-1.198646849364 52.9175166411301,-1.19878302868429 52.9174874777533,-1.19878304283579 52.9174874791584,-1.19890128178848 52.9175436506268,-1.19890128145835 52.9175436518416,-1.19890128467957 52.9175436524522,-1.19890128428904 52.9175436632455,-1.19880624163359 52.9176167352275,-1.19880623491122 52.9176167381438,-1.19867005520105 52.9176459015466,-1.19867004104948 52.9176459001415,-1.19855180309184 52.9175897286326,-1.19855180342198 52.9175897274178))",3943128
"POLYGON ((-1.19829917751936 52.9177801862974,-1.19829917437133 52.9177801856949,-1.19829917491368 52.9177801748638,-1.19839901397025 52.9177051576154,-1.19839902058924 52.9177051547778,-1.19853221546352 52.9176766309722,-1.19853222974431 52.9176766324394,-1.19864926585279 52.9177335148479,-1.19864926551488 52.9177335160495,-1.1986492686629 52.917733516652,-1.19864926812061 52.9177335274831,-1.19854942935988 52.9178085447452,-1.1985494227409 52.9178085475829,-1.19841622747319 52.9178370714072,-1.19841621319237 52.9178370699399,-1.19829917718144 52.9177801874991,-1.19829917751936 52.9177801862974))",3943129
"POLYGON ((-1.19940874925829 52.9181151067603,-1.19940874891017 52.9181151175429,-1.19930509769935 52.9181953236296,-1.19930509094822 52.9181953265681,-1.19913214576606 52.9182323637233,-1.19913213164719 52.9182323623338,-1.19904292992945 52.9181902309938,-1.19904293025739 52.9181902297764,-1.199042927019 52.9181902291642,-1.19904292736725 52.9181902183816,-1.19914657988441 52.9181100123682,-1.19914658663551 52.9181100094297,-1.19931953131791 52.9180729722528,-1.19931954543681 52.9180729736423,-1.19940874634792 52.9181151049308,-1.19940874601999 52.9181151061482,-1.19940874925829 52.9181151067603))",3943130
"POLYGON ((-1.19903924868881 52.9179899134881,-1.19903924875682 52.9179899241604,-1.19895014576201 52.9180634861198,-1.19895013873146 52.9180634892815,-1.19878030516382 52.9180998596104,-1.19878029142645 52.9180998583952,-1.19866891300672 52.9180506551724,-1.19866891331098 52.9180506539158,-1.19866890984808 52.9180506532786,-1.19866890979082 52.9180506426034,-1.19875816226855 52.9179770823134,-1.19875816929202 52.9179770791575,-1.19892800239788 52.9179407088595,-1.19892801614268 52.9179407100781,-1.19903924554122 52.9179899116006,-1.1990392452372 52.9179899128534,-1.19903924868881 52.9179899134881))",3943131
"POLYGON ((-1.19891458617217 52.9180964958208,-1.1989145878989 52.9180965059579,-1.19884080387468 52.9181780818958,-1.19884079579496 52.9181780860554,-1.19867632350051 52.9182133079934,-1.19867631140065 52.9182133074068,-1.1985472621787 52.9181706370653,-1.19854726235768 52.9181706357166,-1.1985472579957 52.9181706350084,-1.19854725626912 52.9181706248713,-1.19862104156066 52.9180890494972,-1.19862104964033 52.9180890453377,-1.19878552150886 52.9180538234755,-1.19878553360866 52.9180538240621,-1.19891458198916 52.9180964937639,-1.1989145818102 52.9180964951127,-1.19891458617217 52.9180964958208))",3943132
"POLYGON ((-1.20006951071029 52.9188993798451,-1.20006950953866 52.918899390821,-1.1999975104669 52.9189487077055,-1.1999975042846 52.91894871023,-1.19994994789952 52.9189588948549,-1.19994993309053 52.918958893119,-1.1999001529665 52.9189323091539,-1.19990015333177 52.9189323080155,-1.19990015049105 52.9189323074502,-1.19990015166278 52.9189322964743,-1.19997215080547 52.91888298013,-1.19997215698772 52.9188829776056,-1.20001971328442 52.9188727929716,-1.20001972809328 52.9188727947075,-1.20006950823475 52.9188993781413,-1.20006950786948 52.9188993792797,-1.20006951071029 52.9188993798451))",3943135
"POLYGON ((-1.19891219619944 52.9193551525104,-1.19891220151873 52.9193551505294,-1.1990822503179 52.9193187349558,-1.19908226602333 52.9193187372125,-1.19919046989598 52.9193870658669,-1.19919046950004 52.9193870668735,-1.19919047181316 52.9193870673666,-1.19919046943986 52.9193870785695,-1.19909515818814 52.9194422601864,-1.19909515286905 52.9194422621672,-1.19892510359682 52.9194786777586,-1.19892508790516 52.9194786755106,-1.19881673419025 52.9194104356157,-1.19881673458717 52.9194104346036,-1.19881673225933 52.9194104341074,-1.19881673463245 52.9194104229045,-1.19891219619944 52.9193551525104))",3943138
"POLYGON ((-1.19951211848495 52.9193248831396,-1.19933915308038 52.9193619239942,-1.19933913835481 52.9193619223024,-1.19922056268117 52.9192995464339,-1.19922056304304 52.9192995452832,-1.19922056015003 52.9192995447107,-1.19922056122875 52.9192995337551,-1.19929814900077 52.9192456708931,-1.19929815524848 52.9192456683236,-1.19947112022484 52.9192086275281,-1.19947113495033 52.9192086292198,-1.19958971077123 52.919271004452,-1.19958971040938 52.9192710056027,-1.19958971330241 52.9192710061752,-1.19958971222383 52.9192710171308,-1.19951212473269 52.9193248805701,-1.19951211848495 52.9193248831396))",3943139
"POLYGON ((-1.19972117621463 52.9194004522724,-1.19954364184562 52.9194384718596,-1.19954362917257 52.9194384710735,-1.19940993299198 52.9193894778565,-1.199409933217 52.9193894765311,-1.19940992916858 52.9193894758444,-1.19940992798726 52.9193894655132,-1.19947129041168 52.9193283021145,-1.19947129815906 52.9193282983038,-1.19964883214088 52.919290278824,-1.19964884481387 52.91929027961,-1.19978254017932 52.9193392721552,-1.19978253995432 52.9193392734805,-1.19978254400271 52.9193392741672,-1.19978254518422 52.9193392844983,-1.19972118396207 52.9194004484615,-1.19972117621463 52.9194004522724))",3943140
"POLYGON ((-1.19914753537957 52.9191449703227,-1.19914753990919 52.9191449687674,-1.19932501014221 52.9191069633223,-1.19932502654691 52.919106966053,-1.19942408826489 52.9191790983753,-1.19942408786586 52.919179099251,-1.19942408975216 52.919179099676,-1.19942408632008 52.9191791110293,-1.19933266567186 52.9192249703678,-1.19933266114223 52.9192249719232,-1.19915519043348 52.9192629773789,-1.19915517402866 52.9192629746482,-1.19905611341712 52.9191908417132,-1.19905611381615 52.9191908408375,-1.19905611192992 52.9191908404125,-1.1990561153621 52.9191908290592,-1.19914753537957 52.9191449703227))",3943141
"POLYGON ((-1.19870199799824 52.9190991872606,-1.1985276154627 52.9191365304523,-1.19852759678274 52.9191365254507,-1.19846820226639 52.9190507258811,-1.19846820238099 52.9190507257248,-1.19846820211274 52.9190507256503,-1.19846821023765 52.9190507141245,-1.19857923323211 52.919022606767,-1.19857923401086 52.9190226065852,-1.19875361604434 52.9189852633171,-1.19875363472425 52.9189852683187,-1.19881302953422 52.9190710673156,-1.19881302941963 52.9190710674719,-1.19881302968786 52.9190710675464,-1.19881302156314 52.9190710790723,-1.19870199877707 52.9190991870787,-1.19870199799824 52.9190991872606))",3943142
"POLYGON ((-1.19881066001168 52.9192232533295,-1.19863276735291 52.9192613482676,-1.19863274940231 52.9192613441731,-1.19855474087948 52.919176767824,-1.19855474116448 52.9191767673675,-1.19855474031734 52.9191767671493,-1.19855474662728 52.9191767555993,-1.19865860917675 52.9191417679646,-1.19865861144953 52.9191417673437,-1.19883650359558 52.9191036723662,-1.19883652154612 52.9191036764607,-1.19891453034709 52.9191882522202,-1.1989145300621 52.9191882526766,-1.19891453090923 52.9191882528949,-1.19891452459947 52.9191882644449,-1.19881066228453 52.9192232527086,-1.19881066001168 52.9192232533295))",3943143
"POLYGON ((-1.19471553967268 52.9059384298425,-1.19471553513014 52.9059384303547,-1.19458376119654 52.9059406835862,-1.19458374616566 52.9059406762511,-1.19458374705031 52.9059406753234,-1.19458374591958 52.9059406748544,-1.19458035134021 52.9058671188157,-1.1945803612343 52.9058671100948,-1.19467221847384 52.9058474367238,-1.19467222301637 52.9058474362116,-1.19480399688544 52.9058451828744,-1.19480401191633 52.9058451902095,-1.19480401103167 52.9058451911372,-1.19480401216242 52.9058451916061,-1.19480740689587 52.9059187476463,-1.19480739700181 52.9059187563672,-1.19471553967268 52.9059384298425))",3943281
"POLYGON ((-1.19401553795466 52.9058940542981,-1.19401553926226 52.9058940548889,-1.19400857192889 52.9059731138712,-1.19400856204993 52.9059731218633,-1.19389205121556 52.9059980745565,-1.19389204545506 52.9059980750593,-1.19376975414249 52.9059940997801,-1.1937697402303 52.9059940920909,-1.19376974140273 52.9059940909176,-1.19376974009893 52.9059940903285,-1.19377670585154 52.9059151207427,-1.19377671573049 52.905915112751,-1.19389322640859 52.9058901601705,-1.19389323215117 52.9058901596672,-1.19401552520074 52.9058940454372,-1.19401553912956 52.9058940531216,-1.19401553795466 52.9058940542981))",3943282
"POLYGON ((-1.19233390173955 52.9056417891635,-1.19233389098023 52.9056417889674,-1.19221166262091 52.9056104846967,-1.1922116535623 52.9056104761517,-1.19221165627243 52.9056104739056,-1.19221165473311 52.905610472917,-1.19231215233084 52.905467056398,-1.19231216105351 52.9054670514331,-1.19241005397533 52.9054460872857,-1.19241006472624 52.9054460874797,-1.19253214577339 52.9054773007306,-1.19253215484053 52.9054773092749,-1.19253215213462 52.9054773115183,-1.19253215367397 52.9054773125062,-1.19243180377178 52.9056208200277,-1.19243179504473 52.9056208249988,-1.19233390173955 52.9056417891635))",3943283
"POLYGON ((-1.19369731177514 52.9091416328104,-1.19382803461533 52.9092045458789,-1.1938280342808 52.9092045470864,-1.19382803746054 52.9092045476926,-1.19382803698564 52.9092045585068,-1.19371220911113 52.9092924983934,-1.19371220244634 52.9092925012662,-1.19361042023947 52.9093142976282,-1.19361040600935 52.9093142961835,-1.19338875493692 52.9092074369055,-1.19338875527088 52.9092074357033,-1.19338875210614 52.9092074351005,-1.19338875256662 52.9092074242899,-1.1934353572701 52.9091719631293,-1.19343536394479 52.9091719602491,-1.19353714590593 52.9091501640366,-1.19353716012006 52.9091501654736,-1.19358359283013 52.909172488091,-1.19359550902417 52.9091634305969,-1.19359551569413 52.9091634277202,-1.19369729755486 52.9091416313704,-1.19369731177514 52.9091416328104))",3943284
"POLYGON ((-1.19263799635998 52.9094479060894,-1.192637993339 52.909447906528,-1.1925173728947 52.9094575149862,-1.1925173565002 52.9094575081758,-1.19251735702976 52.909457507586,-1.19251735622504 52.9094575072894,-1.19248988503458 52.9093355146482,-1.1924898947998 52.9093355049657,-1.19256063946239 52.909320355973,-1.19256064236316 52.9093203555442,-1.19268052882608 52.9093102030656,-1.19268054532646 52.9093102098305,-1.19268054479397 52.9093102104264,-1.1926805456099 52.9093102107262,-1.1927087509132 52.9094327473,-1.192708741154 52.9094327570088,-1.19263799635998 52.9094479060894))",3943285
"POLYGON ((-1.19285044454216 52.909202688546,-1.19285043609976 52.909202688812,-1.19268138391798 52.9091780788585,-1.19268137255411 52.9091780705898,-1.19268137447231 52.9091780688547,-1.19268137294513 52.9091780680233,-1.19271225810471 52.9091003400165,-1.19271226759454 52.909100333645,-1.19280583372111 52.9090802974333,-1.19280584214869 52.9090802971652,-1.1929750452224 52.9091048181817,-1.19297505660069 52.9091048264479,-1.19297505467441 52.9091048281914,-1.19297505620713 52.9091048290265,-1.19294402031235 52.9091826458619,-1.1929440108255 52.9091826522258,-1.19285044454216 52.909202688546))",3943286
"POLYGON ((-1.19271904842781 52.9092551934519,-1.19279560280824 52.9092388001893,-1.19279561335654 52.9092388003322,-1.19301246217465 52.9092919611334,-1.1930124714491 52.9092919696621,-1.19301246886861 52.9092919718181,-1.19301247040129 52.9092919727806,-1.19298951754743 52.9093268758582,-1.192989508698 52.9093268810087,-1.19291295423552 52.909343274396,-1.19291294368712 52.909343274253,-1.19269609577912 52.9092901128134,-1.19269608650479 52.9092901042846,-1.1926960890852 52.9092901021288,-1.19269608755257 52.9092901011663,-1.19271903957831 52.9092551986025,-1.19271904842781 52.9092551934519))",3943287
"POLYGON ((-1.19295341593706 52.9099283974405,-1.1927978172145 52.9098277388365,-1.19279781761123 52.9098277378539,-1.19279781537806 52.9098277373737,-1.19279781790736 52.9098277261461,-1.19290782144303 52.9097653677556,-1.19290782664732 52.9097653658403,-1.19307838706961 52.9097288422801,-1.19307840284007 52.9097288445813,-1.19319405105146 52.909802892436,-1.19319405064932 52.9098028934433,-1.19319405294519 52.9098028939375,-1.19319405039687 52.9098029051681,-1.19315949852532 52.9098224409991,-1.19319989019297 52.9098487780158,-1.19319988980033 52.9098487789801,-1.19319989198671 52.90984877945,-1.19319988946812 52.9098487906759,-1.19312399799623 52.9098918742309,-1.19312399278412 52.9098918761506,-1.19295343175985 52.9099283997754,-1.19295341593706 52.9099283974405))",3943288
"POLYGON ((-1.19326965307552 52.909571959736,-1.1932696583941 52.9095719577552,-1.19342644830983 52.9095383823145,-1.19342646402905 52.9095383845831,-1.19357195966407 52.9096306139146,-1.19357195926784 52.909630614918,-1.19357196156943 52.9096306154095,-1.19357195917111 52.9096306266162,-1.19348327928283 52.9096818035903,-1.19348327398237 52.9096818055607,-1.19332648359274 52.9097153810756,-1.19332646785288 52.9097153787939,-1.19318142069831 52.9096230627003,-1.1931814210914 52.9096230617093,-1.19318141882013 52.9096230612249,-1.19318142119386 52.9096230500222,-1.19326965307552 52.909571959736))",3943289
