osm_id,lat,geopoint,vertex_id,end,lon,helper
249817657,52.9308814,POINT (-1.2201752 52.9308814),23812,false,-1.2201752,
489642391,52.957078,POINT (-1.170508 52.957078),23813,false,-1.170508,
28789851,52.9497242,POINT (-1.1252286 52.9497242),23814,false,-1.1252286,
2358357920,52.9140198,POINT (-1.1589945 52.9140198),23815,false,-1.1589945,
1462181026,52.9935404,POINT (-1.1684401 52.9935404),23816,false,-1.1684401,
341312981,52.9571853,POINT (-1.1298782 52.9571853),23817,false,-1.1298782,
1482088774,53.0319217,POINT (-1.2390465 53.0319217),23818,false,-1.2390465,
344458298,52.9716083,POINT (-1.2072764 52.9716083),23819,true,-1.2072764,
14466856,52.9897913,POINT (-1.2356173 52.9897913),23820,false,-1.2356173,
2537938082,52.9545955,POINT (-1.1444045 52.9545955),23821,false,-1.1444045,
8156811117,52.9354534,POINT (-1.2351667 52.9354534),23822,false,-1.2351667,
177533170,52.954804,POINT (-1.1662785 52.954804),23823,false,-1.1662785,
243279290,52.9537488,POINT (-1.2298558 52.9537488),23824,true,-1.2298558,
